gene,mean_expr_AKI,mean_expr_reference,diff_mean_expr,pct_expr_AKI,pct_expr_reference,pct_expr_diff,p_value,adj_p_value,importance,combined_score,direction
PDIA3,0.7040592635859494,,,0.45659887062115834,,,,,0.0002110289235019,,UP_in_reference
PDIA4,0.33799039498803074,,,0.2598071060916496,,,,,0.0001222952374238,,UP_in_reference
PDIA6,0.7025833523717886,,,0.45594922792464143,,,,,0.0002863908174964,,UP_in_reference
PDK4,0.11277063355636263,,,0.08770176402978362,,,,,0.0080506030220644,,UP_in_reference
PDLIM1,0.26737886983277714,,,0.18694717905152167,,,,,0.0001077393379301,,UP_in_reference
PDLIM5,0.23436743534303756,,,0.19164459547249013,,,,,0.0001290683236888,,UP_in_reference
PDXK,0.4045031266552702,,,0.3027834690919994,,,,,0.0001999189120077,,UP_in_reference
PDZK1,0.43052447390989806,,,0.26240567687771726,,,,,0.0001464044078877,,UP_in_reference
PDZK1IP1,0.9775269688963623,,,0.39948028584278644,,,,,0.000523402448209,,UP_in_reference
PEBP1,1.4720439396594431,,,0.6741292289240918,,,,,0.0006486568856784,,UP_in_reference
PECAM1,0.13201555254773364,,,0.06851231822497626,,,,,0.000127826633022,,UP_in_reference
PEPD,0.4065604274596081,,,0.27150067462895405,,,,,0.0002969603217794,,UP_in_reference
PERP,0.3456851211468454,,,0.25560941482184796,,,,,0.0003135441108851,,UP_in_reference
PET100,0.6438387167450905,,,0.4412073359652191,,,,,0.0004289450073347,,UP_in_reference
PEX2,0.24967279306290216,,,0.21238318924591473,,,,,0.0001169849675957,,UP_in_reference
PFDN1,0.2847472815656632,,,0.23072310229373844,,,,,0.0001331765368431,,UP_in_reference
PFDN2,0.6327694661294846,,,0.4362600569686672,,,,,0.0002437026048306,,UP_in_reference
PFDN4,0.27540167942526195,,,0.22747488881115385,,,,,0.00010391172389,,UP_in_reference
PFDN5,2.2274817224685868,,,0.8973064814352106,,,,,0.0004338497511063,,UP_in_reference
PFKFB3,0.14985969356272708,,,0.1103393133776423,,,,,0.0001967135455346,,UP_in_reference
PFKL,0.39425949198954824,,,0.299035530458248,,,,,0.000134718714468,,UP_in_reference
PFN1,2.2518559671216347,,,0.872919894058268,,,,,0.002738221569559,,UP_in_reference
PFN2,0.28604039159985906,,,0.22927389935535455,,,,,0.0001359905001365,,UP_in_reference
PGAM1,0.586852358571075,,,0.40777572335215634,,,,,0.0002033180012361,,UP_in_reference
PGK1,0.8818521086401586,,,0.537604317625306,,,,,0.0002561381572224,,UP_in_reference
PGLS,0.6611590415914409,,,0.44450552196292037,,,,,0.0001811836548823,,UP_in_reference
PGRMC1,0.5488937832015214,,,0.37559342361701065,,,,,0.0002245935568238,,UP_in_reference
PGRMC2,0.21680254490102324,,,0.186897206536405,,,,,0.0001105381570818,,UP_in_reference
PHACTR2,0.17474249469386158,,,0.14197191544650442,,,,,0.0001124321774921,,UP_in_reference
PHB,0.7290879255001289,,,0.47458897606316525,,,,,0.0002084892204733,,UP_in_reference
PHB2,0.5334983805222905,,,0.3848883114287142,,,,,0.0001538339577024,,UP_in_reference
PHC2,0.27900156307883783,,,0.22742491629603717,,,,,0.0001576674227616,,UP_in_reference
PHF3,0.33506688619505975,,,0.2552596072160312,,,,,0.0001611521927952,,UP_in_reference
PHGDH,0.19218431527698762,,,0.1568137524361601,,,,,0.0001218235780191,,UP_in_reference
PHIP,0.22083892137758462,,,0.17645295087701765,,,,,0.0001140141468201,,UP_in_reference
PHLDA1,0.16107758626121674,,,0.1275298585777822,,,,,0.0001139482940045,,UP_in_reference
PHPT1,1.1330503368461295,,,0.6168607266003698,,,,,0.0002669502407486,,UP_in_reference
PHYH,0.26952665869179754,,,0.21313277697266503,,,,,0.0002570561041163,,UP_in_reference
PICALM,0.35082534584845787,,,0.2693018839638199,,,,,0.000134685716034,,UP_in_reference
PIGP,0.24486564276206896,,,0.20598670731097896,,,,,0.0001305646345519,,UP_in_reference
PIGQ,0.18787093083100853,,,0.15801309279896056,,,,,0.0001070981003313,,UP_in_reference
PIGR,0.8309450847944813,,,0.3883364149717655,,,,,0.0017519470745329,,UP_in_reference
PIGT,0.23680889406209782,,,0.20013992304232672,,,,,8.96625046875492e-05,,UP_in_reference
PIH1D1,0.27061081116909697,,,0.22257758232971867,,,,,9.576719836406733e-05,,UP_in_reference
PIK3C2A,0.2213309943701613,,,0.17790215381540153,,,,,0.0001199492571802,,UP_in_reference
PIK3R1,0.231802026739916,,,0.1752036379991005,,,,,0.0001647221731987,,UP_in_reference
PIM3,0.2837914650485551,,,0.21563140272849932,,,,,0.0002523663494246,,UP_in_reference
PIN1,0.3944182223726209,,,0.3037829193943331,,,,,0.0001184171698875,,UP_in_reference
PIN4,0.3994851322173217,,,0.3108790165409025,,,,,0.0001497391151632,,UP_in_reference
PINK1,0.21608161967376902,,,0.18359902053870372,,,,,0.0001364323708782,,UP_in_reference
PJA2,0.3561045365383075,,,0.27294987756733796,,,,,0.0001381542725041,,UP_in_reference
PKHD1,0.2496310242904178,,,0.18919594223177252,,,,,0.0002183443791102,,UP_in_reference
PKIG,0.2326256779416173,,,0.19259407325970715,,,,,0.0001164552490089,,UP_in_reference
PKM,1.1908026116411865,,,0.6024686422467643,,,,,0.0007009932811552,,UP_in_reference
PKN1,0.19981131386360326,,,0.1568637249512768,,,,,8.986256421461238e-05,,UP_in_reference
PKN2,0.2711990471347889,,,0.21198340912498126,,,,,0.0001443710705497,,UP_in_reference
PKP4,0.21554534377084641,,,0.17565339063515067,,,,,0.000110155510212,,UP_in_reference
PLA2G16,0.4360963661506098,,,0.2831942431662586,,,,,0.0003106834450091,,UP_in_reference
PLAT,0.07642047621558526,,,0.036829743640997455,,,,,0.000533024807023,,UP_in_reference
PLAU,0.18639854181431847,,,0.12413172754984758,,,,,0.0001000783117518,,UP_in_reference
PLCG2,0.28319685990184873,,,0.19759132477137575,,,,,0.0003562856938561,,UP_in_reference
PLD3,0.33805484838146566,,,0.2636050172405177,,,,,0.0001212177859613,,UP_in_reference
PLEC,0.24005594789093573,,,0.1856978661736045,,,,,9.87341222616404e-05,,UP_in_reference
PLEKHA1,0.2863166781748043,,,0.22387686772275248,,,,,0.0001551213487935,,UP_in_reference
PLEKHB2,0.3306724017700428,,,0.26025685872769977,,,,,0.0001406762407213,,UP_in_reference
PLEKHJ1,0.45320243229954327,,,0.3374643945829794,,,,,0.0001597138557532,,UP_in_reference
PLGRKT,0.24915825877688655,,,0.21238318924591473,,,,,9.849586124738218e-05,,UP_in_reference
PLIN2,0.19707577799460774,,,0.151266803258208,,,,,0.0001518782967478,,UP_in_reference
PLLP,0.20237240453323968,,,0.16041177352456149,,,,,0.0001811338853426,,UP_in_reference
PLP2,0.3637871849710839,,,0.2595572435160662,,,,,0.0001564011303665,,UP_in_reference
PLPP1,0.14049054296696337,,,0.10569186947179052,,,,,0.0002451928380434,,UP_in_reference
PLPP3,0.14625819813836946,,,0.10779071510669132,,,,,0.0003295009291772,,UP_in_reference
PLS3,0.30146243534752465,,,0.22397681275298587,,,,,0.000228107825593,,UP_in_reference
PLSCR1,0.41457363931596825,,,0.30583179251411724,,,,,0.0001864531797544,,UP_in_reference
PLVAP,0.08198107588866838,,,0.03188246464444555,,,,,0.0001206796412326,,UP_in_reference
PLXNB1,0.24171208668799832,,,0.19779121483184248,,,,,9.953419416385895e-05,,UP_in_reference
PLXNB2,0.4027733457858701,,,0.298235970216381,,,,,0.0001614456052018,,UP_in_reference
PMM1,0.22266030675317355,,,0.18379891059917045,,,,,0.0001187892504681,,UP_in_reference
PMPCB,0.2254559429958598,,,0.18879616211083905,,,,,0.0001034452167096,,UP_in_reference
PMVK,0.29741322566355816,,,0.24026785268102543,,,,,0.0001563685109668,,UP_in_reference
