gene,mean_expression,variance,rank
RANBP1,0.5273753250304101,0.4967285131856369,1088
TST,0.4129912460040079,0.49615597688442176,1089
NTN4,0.40089796406216605,0.4958926168921365,1090
MAL2,0.432296283072227,0.4957715228423464,1091
DDX3X,0.48695010086999346,0.4951227551036931,1092
RTN3,0.4987892574089687,0.4947761958454793,1093
RALBP1,0.43826916595589205,0.494605750580805,1094
TM9SF2,0.5038031511196369,0.4945233935722773,1095
DNAJC19,0.515267053963122,0.49395388306016774,1096
PYURF,0.5298622679081927,0.49362899818362505,1097
MOCS2,0.4996607271141456,0.4934473537948202,1098
TMEM208,0.5302858641084017,0.49325158331418995,1099
LAMP2,0.4936469047599711,0.4930983127097904,1100
MBNL1,0.4185779465642918,0.49306266629450496,1101
NNMT,0.23164065081599156,0.4930005230947307,1102
TINAGL1,0.38357886695164223,0.4928746380349438,1103
NORAD,0.4456304258920431,0.49278059754911696,1104
ATP1B3,0.42780877296300296,0.4925939118851732,1105
SEC11C,0.4897346122204144,0.49237700332246404,1106
PDHA1,0.4908470167970128,0.492214511311002,1107
LIMD2,0.28850460535598105,0.4917430939830835,1108
ADH5,0.5040555300725518,0.4916174632345731,1109
GPBP1,0.4733893598468425,0.4914199421163679,1110
ABRACL,0.39993428168560874,0.4907508115373018,1111
SLC2A4RG,0.4626604993027835,0.4905837488211622,1112
CAT,0.4717383971490885,0.4905176571187967,1113
TMEM167A,0.513691687870649,0.49015455936457364,1114
PCMTD1,0.47785868864803754,0.49001521339378995,1115
UBE2D2,0.51433376262928,0.4896294368965444,1116
AGRN,0.4371138211474156,0.4893675824888207,1117
EEF1G,0.2749404178300553,0.4887553385951908,1118
SLC3A2,0.4663047689155724,0.48859458511555404,1119
STC1,0.21987776691041275,0.48829599133267254,1120
IFI27L2,0.4897400626287629,0.488120835036013,1121
TXN2,0.5107678305969526,0.4877575600582123,1122
PSMA3,0.5172623265608036,0.48774585467537246,1123
NT5C,0.5032592839185069,0.48751431150332014,1124
NAA20,0.5098000856100864,0.48749007347354595,1125
LCP1,0.25818836925057115,0.48717122848597355,1126
CCT3,0.5093186768785627,0.48708494863298024,1127
SDHC,0.5064814956897719,0.48688796615856816,1128
SPCS3,0.46827641497251754,0.4868262109236038,1129
TCEAL4,0.5128994166801087,0.4867350748293888,1130
SNHG7,0.4671936952568255,0.48595542091924304,1131
BUD31,0.522235302385697,0.4856279222535181,1132
CD3D,0.1995701770439024,0.48515338825405263,1133
WTAP,0.47739583681936554,0.4850662265762785,1134
MDM4,0.4242661369850131,0.4848722386165419,1135
SGK1,0.30547463583558876,0.48484919347556676,1136
ZFAND5,0.4499255928412093,0.48466025529130274,1137
HPD,0.20461496522712336,0.48451867077963695,1138
EIF3L,0.4971862064375424,0.48410218125500193,1139
SNRPB2,0.5137856545622882,0.48406113296425607,1140
STMP1,0.4643596263693224,0.4834032092687014,1141
CHCHD5,0.5158635369055526,0.4832041842421087,1142
VTI1B,0.49467581336596733,0.482201838133408,1143
RHCG,0.22850606192759143,0.48211183352047926,1144
RBPMS,0.46927425074509355,0.48194994263559576,1145
SCOC,0.5067925254267303,0.48171301338529615,1146
ZNF428,0.5070378142499663,0.48141926710936167,1147
RPN2,0.49595422964946145,0.4813052276804791,1148
ANPEP,0.2809149185960018,0.4810691265535197,1149
TMEM179B,0.5047691179653573,0.4810548747188947,1150
MGMT,0.495642268324769,0.48067806423585024,1151
NUDC,0.5049121448021955,0.4804661014699995,1152
CEBPB,0.3447281847444424,0.4799015858370108,1153
NUDT4,0.38961895532569857,0.4797180393878339,1154
CDC37,0.4656252866755204,0.4792156693186318,1155
CAPN2,0.4628896157585756,0.4788012054698577,1156
POLR1D,0.49678233558381096,0.4783161608175315,1157
SCAF11,0.46115411505372017,0.47784205456683937,1158
S100A16,0.4336861076742936,0.47778531418459536,1159
DYNC1I2,0.49364322401988864,0.47752866926432336,1160
SSNA1,0.4940318736204436,0.47749740002056057,1161
KHDRBS1,0.4768362354880755,0.4768386892674916,1162
GPRC5C,0.45355683578868344,0.47669384868578096,1163
RPA3,0.4891047787133976,0.47620895086241166,1164
DPY30,0.4999018094882445,0.4757348801730732,1165
TKT,0.446756757835241,0.47562650587490785,1166
NDUFB8.1,0.2903280725743134,0.4755281690969877,1167
SLC38A2,0.42197249675681164,0.4754665842503491,1168
PSMA5,0.485430937485781,0.47533831895630785,1169
DDAH2,0.48191930142714867,0.4752770699222122,1170
PAPOLA,0.49489930505536633,0.47526955167855534,1171
C1orf122,0.4894192629952535,0.4752640784871669,1172
CTNNA1,0.47105126235901296,0.4751377138566822,1173
CFDP1,0.44422332596285535,0.4750388351828291,1174
LAPTM5,0.2575945000692567,0.47503195033319445,1175
PSMB7,0.5023585875150253,0.47490948637397423,1176
TXNL4A,0.49588199482304685,0.4748517563706008,1177
IGFBP6,0.24378627002509,0.4747389487810233,1178
NDUFB6,0.49951501391140757,0.47451492316362764,1179
C7orf50,0.49386332603953537,0.47445142716806166,1180
PPP1R1A,0.322224696014617,0.47424976939280444,1181
LPP,0.4299058993495835,0.4740776441226373,1182
SEPP1,0.2642133374852701,0.4732415568631982,1183
SELENOF,0.4582322226854701,0.4727784587618512,1184
EIF2S3,0.47322956821634843,0.47269072133509416,1185
TSPAN8,0.2682409673094567,0.4726833653789121,1186
NDUFA10,0.4935383706766554,0.47208578505064297,1187
RPL41,3.9576640290247402,0.4719625974441488,1188
ANP32B,0.46156802213404247,0.4714974983517002,1189
CKLF,0.37669731817996777,0.4714008901664891,1190
CHCHD1,0.4981342833535317,0.4711368313397287,1191
PDCD5,0.4931609673378573,0.4711128400183606,1192
KHK,0.26471660250698253,0.4710731047632537,1193
TEX264,0.4881438152179475,0.4704178431592875,1194
LAPTM4B,0.46173605343087337,0.4700922787750098,1195
GDI2,0.46597518986899383,0.46990714517432913,1196
RPL22L1,0.4381476365145747,0.46952480938867097,1197
SEPW1,0.27692843722305205,0.4692717422896605,1198
ARF5,0.4911814820513236,0.4692253225313215,1199
NDUFA8,0.4778465303738831,0.4689430481353456,1200
C6orf62,0.44829196646373165,0.468899165645798,1201
CRYZ,0.4604882119737313,0.4687485137146623,1202
SYNE1,0.3645076125396169,0.46769390125314353,1203
PTBP3,0.4235060344867669,0.46744406705030794,1204
SNX6,0.473609761463972,0.46690369559585165,1205
NIT2,0.3997038792887495,0.4658033332346305,1206
SERINC2,0.4395979343008438,0.46570279523360136,1207
SNRPD1,0.4876601342793554,0.4651929287511728,1208
FABP3,0.3249614744082086,0.46508532653532086,1209
BHMT,0.2660992558781613,0.4649976883550143,1210
AKR1C3,0.32869515545773,0.46301988103130765,1211
KIF12,0.41489234908811534,0.46297166403793166,1212
MTCH1,0.4842673228239616,0.4623641532991065,1213
DCDC2,0.38445195120616843,0.46229586594985084,1214
DNAJB6,0.4835750937964762,0.46214038152562475,1215
MRPL43,0.4909583929794313,0.4617597925949123,1216
SNRNP70,0.4557536841888263,0.4615267602600189,1217
JPT1,0.39854641392374385,0.46043050122448026,1218
STOM,0.3548628033507076,0.4601818971405275,1219
ATP6V1A,0.4270299876670945,0.46016549207321944,1220
ATP6V1E1,0.46366442538968067,0.4595387808039596,1221
CMBL,0.3221252488750049,0.45862248905732783,1222
PERP,0.41132638490215645,0.45859171972770585,1223
GAS6,0.3460065408825602,0.45774663454115727,1224
NUCB1,0.46469836742918397,0.4577189180752462,1225
FDX1,0.44803246395018753,0.45752650463779987,1226
GRHPR,0.40321644620044156,0.4570478928997672,1227
CYFIP2,0.38849421929613687,0.4569502610432383,1228
UBE2M,0.4805068958277892,0.456665841058023,1229
ELOC,0.44215509236150013,0.4566620738737539,1230
PLEKHJ1,0.46248696361772634,0.4561858363490513,1231
MRPS26,0.478500041286597,0.45595557077293825,1232
H2AFY,0.44734950351385777,0.4557133432501772,1233
UCHL1,0.3316655016146017,0.45569533260254114,1234
C1orf56,0.37675478516639155,0.4556433702734305,1235
SLC25A4,0.42935049796814795,0.45556311259775417,1236
HADHA,0.46822316107889306,0.45542195863844376,1237
DNAJC15,0.47324885048549287,0.4547978815685964,1238
TCF25,0.45851818422170126,0.45474814854134005,1239
THBS1,0.32780813030753264,0.454662735815999,1240
CAPZA1,0.41161848341102875,0.4534130658148702,1241
SCNN1A,0.39366259639400625,0.4532994537173335,1242
PYCARD,0.3093356705014735,0.4530121426351657,1243
EIF3D,0.45114824478627685,0.45290378254512687,1244
NDUFV3,0.46299519426665753,0.45276322470779135,1245
MGST2,0.4490311663960318,0.4525487117552389,1246
XRCC6,0.47604252669183056,0.4525119761286722,1247
SEC14L1,0.33513703822784013,0.4524471996631182,1248
LMBRD1,0.45603204138113057,0.45221228679977943,1249
UBE2N,0.47902110029066886,0.45188552742052324,1250
C1orf43,0.4748419727920261,0.4517928430046667,1251
UBE2I,0.44610438885521075,0.4514359375554768,1252
HSD17B10,0.4622938945394935,0.45111957884784953,1253
FN1,0.17544204424539658,0.4507170479964747,1254
MORF4L2,0.4690037113053066,0.4501740731165852,1255
RAC2,0.23790532512270782,0.45004280355190834,1256
ANXA7,0.46067216596100635,0.44985578369249346,1257
PPP4C,0.4709427491416051,0.4495266931988439,1258
KDELR2,0.44791763760018255,0.4495070039174315,1259
DYNC1H1,0.4274671357404072,0.4494334872873159,1260
TNRC6B,0.41033351577790406,0.4493286424776979,1261
C1D,0.47978048637137294,0.4492388275639533,1262
TRAPPC2L,0.47239759746360216,0.4491162602958859,1263
CTSA,0.4309225746955382,0.4483804726574607,1264
MXD4,0.4374404936402081,0.44819287544175374,1265
ATP6AP1,0.4481250308978366,0.44814271088150304,1266
PTGER1,0.2201083337715437,0.448066247530219,1267
MRPL40,0.4700091487384783,0.44801357492999405,1268
RRAS,0.3655004299342692,0.4479468111364919,1269
PSMB4,0.4653139009958152,0.44787274963380286,1270
RAB7A,0.4628814507877063,0.4474816875196935,1271
COL4A1,0.3186076584609071,0.44711002188403126,1272
COPZ1,0.4730890383048628,0.4469542145287718,1273
EEF1A1,3.8762074849469093,0.44685799221811706,1274
GOLGB1,0.41524177610498136,0.4466758725625596,1275
BEX2,0.4228514134413647,0.4466456871200499,1276
PPP1CA,0.44367908074039886,0.44661604909603647,1277
GNB1,0.4370662670699097,0.44659504266480116,1278
SERPINB6,0.41006825412226255,0.4461624233669603,1279
BTF3L4,0.47437756559914485,0.44608047151865443,1280
CMPK1,0.43176072674866545,0.44552299515938487,1281
RPS17,0.37695850859403013,0.445389434146062,1282
CCL2,0.20845532422172586,0.44527364110716827,1283
KCNJ15,0.3292984992793697,0.4452263505797482,1284
RAB1A,0.467441752040211,0.44494284879138474,1285
PSMG2,0.4696458444643175,0.4449091376546188,1286
SBDS,0.45463170502071426,0.4448806834241431,1287
ANAPC13,0.45651961232362837,0.4445333759985598,1288
DST,0.3562275874182523,0.44420709286829285,1289
MRPL27,0.46706083133041243,0.44388836079197924,1290
HES1,0.32774405252295485,0.44370415739969427,1291
ENSA,0.4600275634419255,0.44367841605119357,1292
SSB,0.46337101675350023,0.4436779453707701,1293
CCT8,0.4587780557632936,0.4434979856653033,1294
BOLA3,0.43721038999358286,0.4431985132302919,1295
PFKL,0.4336729791946236,0.44313283166632067,1296
UFM1,0.4443645348780536,0.44310450667532675,1297
UTRN,0.32327913712407447,0.44309585062385015,1298
GCC2,0.41954490481169127,0.44297319038893535,1299
LSM6,0.4404247076334888,0.44284250408142467,1300
VPS13C,0.39475154385083194,0.44249617004522074,1301
GABARAPL1,0.40436284313135495,0.44248661397180206,1302
HSPA9,0.4434670309384873,0.4420046916669963,1303
BNIP3,0.41751437912135625,0.44187707188288866,1304
VDAC3,0.4611859522611618,0.44101661915256984,1305
PPP2R1A,0.448257896055787,0.44098793966295424,1306
UBE2L3,0.45777909376396086,0.44096348526006013,1307
TRAPPC6A,0.44966922915555024,0.4403727617160334,1308
ATP6V0D1,0.44596813554972276,0.44018928071880903,1309
SELENOT,0.42623113471352275,0.4400614953392896,1310
ABHD17A,0.3484811618990063,0.43991851138607585,1311
ITGAV,0.38399223931910276,0.43963418694148193,1312
EIF3A,0.4346847266419605,0.4394877500426193,1313
HEBP2,0.45283718466558776,0.43916745559177384,1314
CCT4,0.4554182147506136,0.4388539972224773,1315
TFCP2L1,0.37447505649226864,0.43872055217159744,1316
MAP3K13,0.45471015458239106,0.43867407003996034,1317
MT1M,0.22786715034456922,0.4385523226671277,1318
SPTAN1,0.4113163442308333,0.43841358156981175,1319
C3,0.20218353946245907,0.43838229065002016,1320
SRSF6,0.4208567161384186,0.4382713246728702,1321
KCTD12,0.32582153306404665,0.4380850036780886,1322
PSMA2,0.4219367693518894,0.4380275177132656,1323
SLC38A1,0.3585206517314488,0.43745640678549935,1324
TSPYL1,0.43373869924865877,0.43740039658151986,1325
PLS3,0.3809187344151188,0.4370253154975522,1326
NDUFS4,0.4531430101635356,0.4369929239029355,1327
HNRNPH3,0.436894484322388,0.436759500135644,1328
PDXK,0.41781138124343425,0.43662709837155544,1329
PRPF4B,0.3973902865630105,0.436387234891351,1330
PRMT1,0.43507480965219414,0.43637357954704026,1331
NARS,0.44109540269232883,0.436366331143327,1332
CDKN1C,0.3196377029376787,0.4359284496948896,1333
COPS6,0.4508472852664,0.4357760650413874,1334
PLXNB2,0.40629991795340736,0.43563409486796356,1335
CXXC5,0.4190527431695451,0.4355833692310722,1336
RBMX,0.42981080379517766,0.43453072733431447,1337
MAP2K2,0.4416272444707806,0.4342198719244339,1338
MYDGF,0.4021216045229664,0.4340576180367436,1339
PLSCR1,0.40630003130857206,0.4336673682930969,1340
TIMP2,0.33984465697516103,0.43351431739098717,1341
SMIM7,0.45321341874027266,0.43325778619356,1342
POLR2F,0.4582221652788904,0.43252288041751,1343
RCN2,0.4378142364569932,0.4322240290890195,1344
MAGOH,0.44641354637708924,0.43220769481039845,1345
G0S2,0.27165670090679866,0.43191937930003504,1346
STOML2,0.4396598339874815,0.4316915137534775,1347
SPAG7,0.44430423633733274,0.43154312860971256,1348
PTGER3,0.3049002541583305,0.4311825971321156,1349
SAR1A,0.4355419826901441,0.43073873747561964,1350
CD69,0.17702345113392096,0.430650710974367,1351
MRPS12,0.4418891195694277,0.4303922175718307,1352
TMEM50B,0.4263664891932291,0.43035312195228637,1353
GINM1,0.4323004217897262,0.43012654012601287,1354
PPIC,0.41673029150540275,0.4298620078501024,1355
MEF2C,0.2670649975584849,0.429676088256129,1356
TUBA1C,0.39709561488538675,0.4296116727319394,1357
SNF8,0.4388120304827612,0.4294806827281605,1358
WDR1,0.43298325771260626,0.42946076134130606,1359
PPIG,0.42795670141777237,0.4293677149372831,1360
SNHG9,0.40571008676240594,0.42930263296628,1361
EIF3M,0.43723064737374573,0.4283267438449532,1362
RASSF7,0.4031956073540621,0.42831183809105894,1363
ACP1,0.44230275591756135,0.42827918902338885,1364
KIF5B,0.42635085958444396,0.42819528061264756,1365
NKTR,0.36248163304262515,0.4276166911459618,1366
FUNDC2,0.4468719092054501,0.4274096718674373,1367
METRNL,0.38348954909178,0.42727074306116264,1368
ISG15,0.2691893693974555,0.42722967935812334,1369
ECHDC2,0.41998324771506984,0.4270810357349033,1370
ORMDL1,0.4195287273722227,0.4267532625501348,1371
NQO2,0.3333273021842097,0.4267401609431275,1372
MEAF6,0.4361776318683995,0.42640330574207763,1373
PIN4,0.44813604895084336,0.4262504606487918,1374
EFHD2,0.28482833976745014,0.42575077348687895,1375
PPFIBP1,0.3370867375031237,0.4255544899912182,1376
REXO2,0.4240732084263978,0.4253442810681648,1377
CFLAR,0.37162604035646896,0.42502979065734114,1378
MAF,0.286672392375515,0.4247259780991734,1379
STRAP,0.44248075149042193,0.4246274454649279,1380
SURF1,0.44039671869107233,0.4245320637983,1381
CDV3,0.4038616255540265,0.4241852607900549,1382
LCN2,0.1869193164809175,0.42405498645677553,1383
ANKRD12,0.3708918845782664,0.42402060091448635,1384
EIF2S2,0.4279412130745708,0.42383658184384465,1385
EIF3I,0.4267586383584796,0.4235482686545521,1386
ITGB2,0.22673545009704638,0.4234236399324013,1387
MYL6B,0.43125911508942505,0.42335234062505595,1388
TCEA1,0.41471460890162865,0.4233165697378559,1389
HAGH,0.38052520610815666,0.42315810136293275,1390
CMTM6,0.39181491740294977,0.42306105314181564,1391
THY1,0.2596236031385356,0.4230609256884388,1392
MSI2,0.3969662817364376,0.4226522530217063,1393
PJA2,0.4051878451480468,0.4219763641796737,1394
MAP1LC3A,0.4059851886721857,0.42186925682719106,1395
ARHGAP24,0.38865762639699475,0.4216633484841249,1396
ARPP19,0.4295684752950771,0.42148103283213534,1397
DNAJC8,0.4320405338565181,0.421194357225249,1398
FAM177A1,0.417993854332956,0.4210271928059025,1399
GSTA2,0.15627613434673163,0.4209208195476363,1400
CITED2,0.3597205673221003,0.4208676073103579,1401
LYPLAL1,0.4122710158461615,0.4206655238716023,1402
VPS35,0.4232075347307844,0.42063395487768906,1403
HYAL2,0.27131029797637146,0.42011943671636487,1404
PLP2,0.3580905125833851,0.4196458670089642,1405
TXNL1,0.43800086359993073,0.4195645437980374,1406
SPSB3,0.4007925694981232,0.4195201462671468,1407
APEX1,0.4234669325698717,0.4195093214372808,1408
EMC6,0.4438865059927891,0.41935725979106997,1409
ADD3,0.38915491720047213,0.4192253496369308,1410
METTL26,0.39601640051953163,0.419153334154442,1411
MECOM,0.33896971015059263,0.4187822745257519,1412
AK2,0.42622674539265626,0.4187431032991814,1413
COA4,0.42149191619497306,0.41864988345435494,1414
CTTN,0.413270462103362,0.4186287983729441,1415
GTF3A,0.3733326799950963,0.4185049103221333,1416
ECI2,0.383458262214032,0.41848576863504516,1417
CFI,0.3654878340145861,0.41809319169183334,1418
NFIA,0.3395491187905401,0.417790929773062,1419
NPDC1,0.272041742228862,0.41770871310511726,1420
NOL7,0.42284589426112945,0.41759457170394154,1421
RPN1,0.394006404057682,0.4173360675261252,1422
ISOC2,0.3655280212174397,0.4168990188534015,1423
NPTN,0.42074280858790547,0.41648034869567696,1424
RAB14,0.41127125897470235,0.4160072406989275,1425
MARCKSL1,0.31938240708146776,0.41599808352266143,1426
SELM,0.2308029980664518,0.41566535534357907,1427
CCL3,0.13919291879932308,0.41540164364789056,1428
NFIB,0.35179057240822875,0.4153038156584929,1429
BRD2,0.3932158422125768,0.4148056144656418,1430
HES4,0.2695888582201367,0.4147376562054666,1431
SCPEP1,0.35878398577346027,0.41472370258389823,1432
NDUFAF8,0.39358642569964375,0.41447965151283306,1433
FLOT1,0.4027945196856068,0.4144226521198733,1434
MRPL14,0.42767463581512544,0.41435958751355206,1435
MLEC,0.4107236544677452,0.4143066697739209,1436
ARL1,0.43940157441774746,0.41422847338828045,1437
PAK2,0.37912126988067146,0.41394106629086835,1438
EIF5B,0.4059717625772825,0.41380714484390735,1439
ATP5C1,0.2557460842225967,0.41362722307241595,1440
HNRNPR,0.3999341276742244,0.4135557382338497,1441
POLE4,0.4138770112450736,0.4135056303944424,1442
CCT6A,0.41646113334397156,0.41346130559520033,1443
ERBB2,0.3840663570455021,0.41326917423358067,1444
HNMT,0.3948401407256983,0.412849093265069,1445
RBBP4,0.3960933971795487,0.41280139635012214,1446
IMP3,0.41981092373301415,0.4125939797266517,1447
NBDY,0.3972068232569536,0.412194850975928,1448
YIPF3,0.4141210930162582,0.4120479035233112,1449
GNLY,0.09988078834673901,0.4119585408596124,1450
EEF1E1,0.42460428804068284,0.4116950150161414,1451
RBM47,0.3942783454154872,0.41145587960560226,1452
AP2B1,0.4022996602517863,0.411394236979621,1453
EPS8L2,0.37074150035651565,0.4113593274081855,1454
METTL7A,0.36488728671759907,0.41116628289396673,1455
MAN1A1,0.35905189326800846,0.41036341071670035,1456
FARP1,0.37461425581034125,0.4101035757446453,1457
RAB11B,0.41548038381378793,0.40997295932697997,1458
JUP,0.386666576048692,0.40993445643894344,1459
CNIH4,0.4195107125654404,0.40981806966277423,1460
WASF2,0.38600564113813723,0.40965257962413426,1461
PPP1R16A,0.32670604580627405,0.4096215256479223,1462
GLYAT,0.24415479934151138,0.40959541184979686,1463
SH3GLB1,0.38517253966037,0.40948752405574296,1464
MRPL12,0.4113421377007516,0.40928197217162016,1465
PICALM,0.38770293778681375,0.40882168061640106,1466
RAB1B,0.4070069182991307,0.40874650740343244,1467
DHRS4L2,0.3249241906894185,0.40853788246254585,1468
IFI16,0.2784595679996403,0.4083442865975779,1469
TOMM22,0.4177644984812955,0.4083080335339056,1470
CITED4,0.32614678003559766,0.4079499244584607,1471
NME1,0.40238231526244633,0.407941623197837,1472
UGP2,0.4014048948607052,0.407613094441192,1473
NAA10,0.40299479798081494,0.40753114391951906,1474
MRPS18C,0.4236427340467784,0.40742445049717047,1475
AHCYL1,0.40072084531053515,0.4073535940429517,1476
PAPPA2,0.19420927287589898,0.4073044759551942,1477
SLC8A1,0.22648383738943834,0.4072735242935124,1478
RGS5,0.1264914478898246,0.4071350402114115,1479
ANP32A,0.402612305874056,0.40679207703507125,1480
RDX,0.3726327828780583,0.4061112861533253,1481
DGUOK,0.39828806964111846,0.4056541225034476,1482
CCPG1,0.3861195359158566,0.40539443715073953,1483
IFNGR1,0.33134929203988017,0.405348299910518,1484
ARL3,0.40973617914494104,0.4052837339131816,1485
RBM25,0.36795528324137283,0.40520600004120777,1486
FAM200B,0.40845538340461374,0.40518995239470934,1487
NCOA7,0.3378990751490838,0.4051299277002115,1488
FAM173A,0.3889775206076704,0.40504739590781913,1489
ARHGAP5,0.38506385431391543,0.4050201885659235,1490
HNRNPA0,0.4055857756664021,0.40496724233244236,1491
PRCP,0.3715333474787759,0.4049413630954377,1492
QKI,0.35817991663073817,0.4048616903490238,1493
ZNF207,0.3726581005928797,0.4046812247185404,1494
MRPL13,0.41766747339287585,0.4046072779496275,1495
GPAA1,0.4054232733209874,0.4038628552620427,1496
STAT1,0.3332980899883496,0.40353960815664325,1497
TIMM10,0.41301959295182106,0.40351712670815015,1498
OGDHL,0.3546926072005377,0.4033833166520031,1499
PSENEN,0.40515577437767064,0.4032872043240836,1500
TBL1XR1,0.3690030539199573,0.4020950355988716,1501
PIN1,0.41028481505884884,0.40197298661813263,1502
PA2G4,0.39991018954768115,0.4019505111832937,1503
GCHFR,0.3222812822819646,0.40172923068794775,1504
TIMM17B,0.41182916825517457,0.4016939607094677,1505
ATP5O,0.2462568072381463,0.40159048116223817,1506
PCM1,0.36680500333402,0.40150203427585474,1507
SLC44A2,0.34788690619663853,0.40105044512628124,1508
MORN2,0.39333139535841594,0.4008111762937613,1509
PHF3,0.37240649245475277,0.40071417887858946,1510
CSRP1,0.3328925406330116,0.4004501700730593,1511
COPRS,0.4059237402828241,0.40029521673254687,1512
NAPA,0.40568685394512166,0.3999672601109726,1513
CMC1,0.3562391782004012,0.39961454089527626,1514
RSRC2,0.38634397155392597,0.3994457829333901,1515
NFAT5,0.32947124604967504,0.39895863653667435,1516
C1QA,0.1348232236383911,0.3987977277503955,1517
SPINT1,0.38155056145730587,0.3983491285565094,1518
PODXL,0.1719958717133901,0.3983107201389392,1519
PPCS,0.405238288013184,0.39807372281639886,1520
TOP1,0.3837175444649598,0.3980093283615666,1521
FDPS,0.38754233155671725,0.3974367017632433,1522
HOXD8,0.34368468949197367,0.3972600305502704,1523
CISD3,0.369761141078724,0.3969769474262464,1524
RAD23A,0.3853744365963809,0.3968392650560014,1525
MYEOV2,0.2546513615808839,0.3967268785096725,1526
SSR1,0.3920019032101791,0.3967176033518861,1527
MRPS33,0.40684427075822954,0.396634503499111,1528
SCARB2,0.37044386686173636,0.3960435955202235,1529
DPYSL2,0.29393641038770346,0.3960291550183337,1530
ATP5H,0.24666681348505276,0.39566591938044027,1531
CDC42SE2,0.36351299977920476,0.39560333888694066,1532
EMC7,0.401678165894676,0.3955021439030044,1533
GZMA,0.14561934518150144,0.39548319969783513,1534
SVIP,0.3978522497598829,0.39546721582250044,1535
AMD1,0.3804378015636217,0.3954126520028145,1536
LSM2,0.40070407430132565,0.39528059299866425,1537
SUPT4H1,0.38870672301788667,0.39500914709587104,1538
TMEM66,0.2455609731117399,0.39489172499637415,1539
HDLBP,0.3946293307748518,0.39412688164244647,1540
SDF2L1,0.36619447923405396,0.39393103579078154,1541
TCEAL8,0.40252792377727314,0.39364966082200914,1542
LSM8,0.36618274059319533,0.39346409993813686,1543
BCLAF1,0.3638988662932314,0.3933334887005564,1544
BBX,0.37050231585919263,0.39307757897231066,1545
SYNGR2,0.36617141268093506,0.3928114651720992,1546
SLC25A11,0.39123085242179106,0.392680355799536,1547
DDRGK1,0.39739971313035377,0.39264160402966514,1548
DDX18,0.3666338712811733,0.3920285642778935,1549
RAB10,0.39129949737684155,0.3919892168964511,1550
BPTF,0.3584060716575513,0.39160422588582566,1551
MTCH2,0.38543971884302924,0.39152438266723877,1552
TRBC2,0.16157263307480613,0.39131782476524357,1553
SH3YL1,0.3587488445566385,0.39110752145393357,1554
SUMF2,0.36724373996743626,0.3910608979221367,1555
SERPINA5,0.24120926792577785,0.39100268938511645,1556
GNS,0.3703336374487186,0.3906408939738913,1557
RRBP1,0.359052699052845,0.39028706284311043,1558
CCDC107,0.3602757272080536,0.3899714421486089,1559
PPP2CB,0.392350223783686,0.38995881062396753,1560
UGCG,0.3158331203112988,0.38956229112144586,1561
SKIL,0.31017483610031543,0.38950767203117603,1562
SEPHS2,0.3602585831305542,0.38950435523256344,1563
PDCD10,0.39287729697099233,0.38945670587814696,1564
HMGB2,0.33470696803583294,0.3894240809628192,1565
TMBIM4.1,0.2457329903980133,0.38915183433992706,1566
EFCAB14,0.36233559392585796,0.38903249107364385,1567
HM13,0.3789886571018868,0.3890258566253334,1568
RSL1D1,0.3771204388814348,0.38862093135474157,1569
TMEM37,0.31558691630906643,0.3884072436630259,1570
HIBCH,0.34537046202560406,0.38840652897713174,1571
NFIC,0.37115745117745064,0.3883941710461247,1572
NINJ1,0.36443504592171827,0.38835521146558705,1573
HDDC2,0.39804180385128635,0.38778826796159716,1574
MAF1,0.37991848752462093,0.38773027446403285,1575
COMTD1,0.3716481702920989,0.3875974992416821,1576
HACD3,0.34580261358155134,0.38749985928638553,1577
SMIM14,0.3786680110000389,0.3873095036786027,1578
EMC10,0.3839407542451921,0.38723463763869465,1579
ARPC1A,0.3837018423149054,0.38722375034511197,1580
GLO1,0.3958439886111369,0.38697781253471697,1581
ACO2,0.3714663305145978,0.38696246883812635,1582
SLC16A4,0.31589114221740994,0.38686980392939524,1583
AMN,0.25998632710893765,0.3867713569205822,1584
ILF2,0.3882077287003002,0.38672920897402585,1585
ZSCAN16-AS1,0.3822492176351711,0.3866646649051554,1586
THOC7,0.4003589351950311,0.38663744668180733,1587
THRAP3,0.371740858016005,0.38653023560086086,1588
ATP5PB,0.35728238361580417,0.3863158880881754,1589
TAF1D,0.35058760048649523,0.38593015648535495,1590
CHMP3,0.3860788672108403,0.38574797867313265,1591
CHP1,0.35591395945246185,0.38574118844257027,1592
MTIF3,0.3738222652220367,0.38560986344921194,1593
ATP6V0C,0.2080883507648175,0.38559133757350034,1594
PLD3,0.3696562628763302,0.3855033509754012,1595
MRPL36,0.3853792747998937,0.3854057677091194,1596
YPEL5,0.38806305451183964,0.38517031735672647,1597
RNF5,0.3717725974659771,0.3850451050623228,1598
TSPAN3,0.3874976520696202,0.38494526665679457,1599
AIG1,0.3845371816872646,0.38487988026218634,1600
SDHA,0.380924208852265,0.3847607210479148,1601
OS9,0.3753933475191665,0.3846921361108336,1602
CHID1,0.3907147514260819,0.3846146558893146,1603
EIF3J,0.37042788617157607,0.38453984688560117,1604
ZC3H15,0.3760590393032087,0.38414789318307196,1605
LNPEP,0.3319183876947224,0.38346115685823345,1606
CPNE3,0.3736251007550068,0.3826999861164961,1607
ADRM1,0.37582022273534893,0.38263369819222803,1608
U2SURP,0.3535827142157643,0.3824872105555486,1609
