gene,importance,mean_positive,mean_negative,diff_expression,direction,combined_score
HSD11B2,0.001203976037426083,0.18011478903572853,0.3265728023426323,-0.14645801330690378,UP_in_Ref,0.00017633193851054253
ATP5G2,0.004013863447279425,0.23815417388039983,0.19429334277187835,0.043860831108521486,UP_in_AKI,0.00017605138675379068
ATPIF1,0.0018891824516578252,0.18333434535412046,0.0924356321127547,0.09089871324136577,UP_in_AKI,0.000171724253933865
MT-ND4L,0.0031576628567099017,0.13518154973861488,0.08096907793833223,0.054212471800282644,UP_in_AKI,0.00017118470857418547
BICC1,0.0007989903838904271,1.1681134886293139,1.3819849500279406,-0.21387146139862678,UP_in_Ref,0.00017088124104609547
SLIRP,0.0005597960456475851,0.07144751381820512,0.3745003773137818,-0.30305286349557664,UP_in_Ref,0.0001696477946070012
TPT1,0.0016912297828371296,0.33366193789831883,0.43394042782205094,-0.10027848992373212,UP_in_Ref,0.00016959396873694876
EMCN,0.0015929849341155661,0.2962567600236133,0.19028243208195816,0.10597432794165512,UP_in_AKI,0.00016881550781407888
RGCC,0.0008026839890388996,0.6213203225677163,0.8295808074689971,-0.2082604849012808,UP_in_Ref,0.0001671673567797356
COPS9,0.0002144884508352375,0.7362320809106889,1.5111102610281273,-0.7748781801174384,UP_in_Ref,0.0001662024204394175
CD9,0.001175920579445048,0.62369824757137,0.4834424643625952,0.14025578320877485,UP_in_AKI,0.00016492966186138156
MT-ND2,0.008726343174523227,0.7653356023424305,0.7465953520294963,0.018740250312934137,UP_in_AKI,0.00016353385540712956
COX7A1,0.0038722502513872897,0.3552505932169979,0.39676158406805484,-0.04151099085105692,UP_in_Ref,0.00016074094475834063
RAB11FIP3,0.00028614486528181674,0.33612912662766437,0.8917874518127779,-0.5556583251851135,UP_in_Ref,0.0001589987766028142
DUSP23,0.0009505561837235965,0.31745327923916017,0.47807770420870405,-0.16062442496954388,UP_in_Ref,0.0001526825404118468
SRSF5,0.0005210234539764993,0.7488642320896707,0.4563224750884005,0.29254175700127016,UP_in_AKI,0.00015242111666515553
KCNJ16,0.001062314846185942,0.6168560041989415,0.47406028895229557,0.14279571524664592,UP_in_AKI,0.00015169400827825223
NDUFB1,0.0008144234969674949,1.3442771027371327,1.160029984395914,0.18424711834121865,UP_in_AKI,0.00015005518242563917
SBDS,0.0006433031941121211,0.18030722024868037,0.4129832197045876,-0.23267599945590725,UP_in_Ref,0.0001496812136432153
PAX8,0.0015570894990541739,0.6664177758875,0.7622119995518578,-0.09579422366435786,UP_in_Ref,0.00014916017973781848
DHRS7,0.00020395544680198695,0.19394616507015278,0.9210764268590163,-0.7271302617888635,UP_in_Ref,0.0001483021774263934
MT1G,0.0016766967187391082,0.3633090350807381,0.45107539029336674,-0.08776635521262866,UP_in_Ref,0.0001471575598007055
RPS4Y1,0.001969456120883798,0.2742202857920737,0.34856187925034776,-0.07434159345827407,UP_in_Ref,0.00014641250627265277
IFI27,0.0011285653815676186,0.2970388486703021,0.4250751997718019,-0.1280363511014998,UP_in_Ref,0.0001444973934353897
DSTN,0.00039215816361727515,1.6583756455142151,1.2907106788304596,0.3676649666837555,UP_in_AKI,0.0001441828181611082
ELOB,0.0008228441352005402,1.0964162666810962,0.9227373604682242,0.17367890621287196,UP_in_AKI,0.00014291066938530635
RPL18A,0.0016695044786386485,0.44491723996147703,0.5301856557091639,-0.08526841574768684,UP_in_Ref,0.00014235600197718545
CFL1,0.0004867486953245508,0.5224725605906132,0.8136247992356458,-0.2911522386450326,UP_in_Ref,0.0001417179723012919
PTPRB,0.0008015272779095647,0.14226513210646288,0.3190714022512482,-0.1768062701447853,UP_in_Ref,0.00014171504842649293
NDUFA7,0.001041535206134612,0.36819121687207923,0.5040296310839713,-0.13583841421189202,UP_in_Ref,0.00014148049074718178
MGP,0.001094888365804424,0.27258804603977765,0.14591649439396667,0.12667155164581098,UP_in_AKI,0.0001386912081753927
TCEB2,0.0023262286042495077,0.24827459978488972,0.3078727577664877,-0.05959815798159798,UP_in_Ref,0.00013863893985737434
VIM,0.0007535129669907581,0.40219544101893673,0.583388475905827,-0.18119303488689026,UP_in_Ref,0.00013653130131568062
MT1F,0.0005230853541311503,0.317264030299588,0.057021178112723885,0.2602428521868641,UP_in_AKI,0.0001361292244962664
CLU,0.0013235836225421996,1.073690550437139,1.176142946219205,-0.102452395782066,UP_in_Ref,0.00013560431314735407
RPS21,0.0006381630549458313,0.5026432273791538,0.2916500701373355,0.21099315724181827,UP_in_AKI,0.00013464803779810489
ARG2,0.0015204636682169437,0.4266417575259606,0.5150102302851429,-0.0883684727591823,UP_in_Ref,0.0001343610522461554
RPLP0,0.001053254948661594,1.342811344640793,1.215991776054104,0.12681956858668908,UP_in_AKI,0.0001335733382010587
KLF10,0.0006978812708178892,0.5079466482092239,0.6989294141251976,-0.19098276591597374,UP_in_Ref,0.0001332832953817552
CYB5A,0.0010823699223825973,0.1556014536501332,0.2773937102921371,-0.12179225664200391,UP_in_Ref,0.00013182427536840714
CORO1A,0.0006447009305322436,0.44534765625659645,0.6447742048530899,-0.19942654859649345,UP_in_Ref,0.00012857048145299303
CYSTM1,0.0015837378790935887,0.6213064286056872,0.540144492151048,0.0811619364546392,UP_in_AKI,0.00012853923310379893
TRAM1,0.0005729751923699132,0.17140475879994135,0.39573149546120934,-0.22432673666126798,UP_in_Ref,0.00012853365509220489
GSTA2,0.002431741370248546,0.3017154877229888,0.3541575716677682,-0.052442083944779394,UP_in_Ref,0.00012752558507056713
NDUFB8.1,0.0017099058031197685,0.23915479289111938,0.31351915261300545,-0.07436435972188607,UP_in_Ref,0.00012715605023373895
EIF1B,0.0005938822278744151,1.0885103987153162,1.2990477024517675,-0.2105373037364513,UP_in_Ref,0.0001250343629936761
LDHB,0.0003411269924735347,0.7451378824946177,1.1100116322861517,-0.3648737497915341,UP_in_Ref,0.00012446828489892704
RPS5,0.0002873248217933441,1.626394678407771,2.058972582361477,-0.4325779039537061,UP_in_Ref,0.00012429036916523692
RPL32,0.0004971364611263776,1.435155582523278,1.6842110907243177,-0.24905550820103972,UP_in_Ref,0.00012381457397109638
ADGRF5,0.0008825756204760662,1.0054069992490662,0.8666926422378416,0.1387143570112246,UP_in_AKI,0.0001224259097081201
CD59,0.0003956392578198528,0.4865672713465112,0.17788356480783904,0.30868370653867216,UP_in_AKI,0.0001221273925560415
RNF213,0.0003551454060863775,1.6568556169621576,2.0007121392776885,-0.343856522315531,UP_in_Ref,0.00012211906425319878
MYH9,0.00013682404242888171,0.2680533577784718,1.1595395202575414,-0.8914861624790695,UP_in_Ref,0.00012197674051979715
APP,0.0006513831230132972,0.32609300175753503,0.5110247479125446,-0.18493174615500957,UP_in_Ref,0.00012046141835475245
PVALB,0.0018204410208691724,0.2338338081298352,0.2988387054390627,-0.06500489730922751,UP_in_Ref,0.00011833758161910585
RSRP1,0.00033753846650300915,0.21504841325621216,0.5626577382981272,-0.347609325041915,UP_in_Ref,0.00011733151851679404
NFAT5,0.00023394223850035583,1.380309933255032,1.8815076381664417,-0.5011977049114098,UP_in_Ref,0.000117251313018216
DHRS3,0.0035375594687781144,0.23829765923928228,0.2052423497821332,0.033055309457149074,UP_in_AKI,0.00011693512296352846
RPL13,0.0007263840192454392,0.6113640258597798,0.7717835675136486,-0.16041954165386885,UP_in_Ref,0.0001165261914320484
MIOX,0.002026596403179089,0.6175494254710583,0.6744665073922276,-0.05691708192116929,UP_in_Ref,0.00011534795350089123
SEPW1,0.002541811526838708,0.35062393100699385,0.39573803367170807,-0.04511410266471422,UP_in_Ref,0.00011467154617615546
MEIS2,0.00024874963004704246,1.1175715729409834,1.5781053066297275,-0.46053373368874406,UP_in_Ref,0.00011455759587925826
ID1,0.0005540273104188987,0.7176738794801469,0.9175394104080569,-0.19986553092790993,UP_in_Ref,0.00011073096254543515
SOD2,0.0007706305510864566,0.34013242533532734,0.4837476741315176,-0.14361524879619025,UP_in_Ref,0.00011067429832422667
PPP1R1A,0.0006850360650509668,0.5424069623692738,0.38240658684844064,0.16000037552083313,UP_in_AKI,0.00010960602765346855
ALDOB,0.001072971146031779,0.24634160026615093,0.34813057517412355,-0.10178897490797262,UP_in_Ref,0.00010921663306040737
MRPS36,0.0002924897635766055,0.7473364180305657,1.1130973172465823,-0.3657608992160166,UP_in_Ref,0.00010698131893725933
NDUFAB1,0.0002688691604613058,0.26162176855106883,0.6586397589115599,-0.39701799036049107,UP_in_Ref,0.00010674589375626002
RPL36A,0.0017862946427413167,0.24687365787561238,0.3066154752739251,-0.05974181739831269,UP_in_Ref,0.00010671648836623595
MT-ATP8,0.0009607855092887542,0.3075759740377728,0.4185828685514155,-0.1110068945136427,UP_in_Ref,0.00010665381567985322
NAA38,0.00017127490586725253,1.0327406666992687,1.654835320012301,-0.6220946533130323,UP_in_Ref,0.0001065492031867107
RAC2,0.0003738850928807144,0.3571504209380749,0.641065024146303,-0.28391460320822803,UP_in_Ref,0.00010615143779069952
ANXA2,0.00043336001376447777,0.9818270317654476,1.226765450608347,-0.24493841884289935,UP_in_Ref,0.00010614651656120829
RPL34,0.0004981981349248064,0.328257912347369,0.5380198581421813,-0.20976194579481233,UP_in_Ref,0.00010450301017317384
ZFP36L2,0.0005129577748936602,0.5817398366366788,0.7828067939188973,-0.20106695728221846,UP_in_Ref,0.0001031388590121254
IGFBP5,0.0035087135415415734,0.2846129022284046,0.3134768572432758,-0.028863955014871212,UP_in_Ref,0.00010127534982312543
ARPC3,0.0005609246547252937,0.6536991823707361,0.8336916211297749,-0.1799924387590388,UP_in_Ref,0.00010096219656407742
STARD10,0.0003424356629230782,1.1648400864178527,1.455243608643014,-0.2904035222251613,UP_in_Ref,9.944452264836998e-05
KRT19,0.0003837558256624569,0.3328645306518619,0.07532883294539604,0.25753569770646584,UP_in_AKI,9.883082431090171e-05
CHCHD2,0.0004827963763318337,0.7024033681560081,0.9069827422499614,-0.20457937409395333,UP_in_Ref,9.877018048479529e-05
RHOB,0.001877767750685326,0.25521023101681223,0.3075852953339044,-0.05237506431709216,UP_in_Ref,9.834820671470541e-05
MALAT1,0.0011259676672573389,0.39114350452671687,0.47771493056358866,-0.08657142603687179,UP_in_Ref,9.747662662587777e-05
LAMTOR4,0.00016975151412634867,1.3478214126729682,1.918776706967653,-0.5709552942946847,UP_in_Ref,9.692052570497773e-05
EIF4A1,0.001730959590555022,0.23656345926776007,0.2925194941876614,-0.05595603491990131,UP_in_Ref,9.685763529403488e-05
MARCKS,0.0005856397081144399,0.6043722651175192,0.7689879818756499,-0.1646157167581307,UP_in_Ref,9.640550031328097e-05
RNASEK,0.0004046941522270352,0.3138851650064152,0.07588795262328116,0.23799721238313407,UP_in_AKI,9.631608009779009e-05
CDC42,0.00032127984292615303,1.2466879294143356,0.9475363087870389,0.2991516206272967,UP_in_AKI,9.6111385686242e-05
MIF,0.0011010080805817616,0.36682732427335096,0.45409862878377727,-0.0872713045104263,UP_in_Ref,9.60864114688909e-05
CSRP1,0.0013454998863335784,0.11550191090275239,0.18634684439137708,-0.0708449334886247,UP_in_Ref,9.532184995625444e-05
TMEM213,0.0008494506885068026,1.2783855645993771,1.166603087134869,0.1117824774645082,UP_in_AKI,9.495370244522265e-05
HSPG2,0.0002958869887538584,0.48926824823086446,0.1728123875149984,0.31645586071586607,UP_in_AKI,9.363517170072804e-05
MRP63,0.0010736053250635699,0.642495231684534,0.5557840487465179,0.08671118293801616,UP_in_AKI,9.309358774481552e-05
RAMP2,0.0010769521451752702,0.4727583038180591,0.5588332431957418,-0.08607493937768268,UP_in_Ref,9.26985906086267e-05
DDIT4,0.0013185852845186805,0.2465659166154392,0.31685193432218994,-0.07028601770675075,UP_in_Ref,9.267810865554095e-05
ATP5F1D,0.0005305041460129698,0.44270782375982376,0.6165985880170214,-0.17389076425719763,UP_in_Ref,9.224977139180729e-05
RPS11,0.0002532983269525566,1.2867401045514777,1.6502193237894334,-0.3634792192379557,UP_in_Ref,9.20686781149957e-05
HNRNPH1,0.0014215984064783035,0.22651293887418902,0.2908782579107726,-0.06436531903658357,UP_in_Ref,9.150163497487482e-05
JUN,0.0010512788615614085,0.5465925851120068,0.46049809712312445,0.08609448798888236,UP_in_AKI,9.050931531966461e-05
MRPS6,0.00014239474911440422,0.618104047841022,1.252842363020572,-0.63473831517955,UP_in_Ref,9.038340314329166e-05
ATP6V1G3,0.0007523107838198335,1.1636725398878849,1.2837592554865422,-0.12008671559865736,UP_in_Ref,9.034253113837534e-05
OGDH,7.078066541747685e-05,1.9352670923698319,0.6594449746981272,1.2758221176717046,UP_in_AKI,9.030353844313771e-05
HIF1A,0.0013080307027737294,1.0408151810343087,0.972111453645681,0.06870372738862773,UP_in_AKI,8.986658481932145e-05
HMGN3,0.00019049798579643822,0.1699298825284025,0.6407832917816371,-0.4708534092532346,UP_in_Ref,8.96966260681272e-05
ATP1B3,0.00043871225739784204,0.21231389968067402,0.41556973266947894,-0.20325583298880492,UP_in_Ref,8.917082531979738e-05
DEFB1,0.001746458630287921,0.1516106961442559,0.20260427299777717,-0.050993576853521266,UP_in_Ref,8.905817238508258e-05
PPIB,0.001432841417503581,0.31390020764911725,0.3759054196256078,-0.06200521197649056,UP_in_Ref,8.884363582100475e-05
ATP5E,0.00519793998044443,0.18536241133260942,0.2022583746478349,-0.01689596331522547,UP_in_Ref,8.782420322433289e-05
FBP1,0.00044003919015866494,0.30882399460565996,0.11101369894837988,0.1978102956572801,UP_in_AKI,8.704428230607561e-05
BAX,0.00016696469819571633,0.41380956240622746,0.9321390924544877,-0.5183295300482602,UP_in_Ref,8.654273355043524e-05
ITM2B,0.0012456635738793745,0.57165674829643,0.6408829672865687,-0.0692262189901387,UP_in_Ref,8.62325793534124e-05
DNAJB1,0.0010510445805399524,0.6146519704750494,0.5336655395427234,0.08098643093232594,UP_in_AKI,8.512034932869433e-05
PYCARD,0.0002502315293431094,0.8315416158064202,1.1714621074228682,-0.339920491616448,UP_in_Ref,8.505882447224538e-05
RPLP1,0.0005537143636588029,0.9297465135202059,0.7768180396157733,0.15292847390443254,UP_in_AKI,8.467869261330471e-05
TXNIP,0.0008925600452034247,0.8692167308376099,0.7746138448920636,0.09460288594554622,UP_in_AKI,8.443875615593117e-05
GDF15,0.0001312439928177996,1.3934499834720049,2.0346851788055895,-0.6412351953335846,UP_in_Ref,8.41582673708813e-05
MACROD1,0.0004641534602801481,0.563458775996821,0.3834125378758431,0.18004623812097792,UP_in_AKI,8.356908443427542e-05
BTG1,0.0013027651315220539,0.3475979339339473,0.41161906225104544,-0.06402112831709816,UP_in_Ref,8.340449365221468e-05
BTF3,0.0003134323823109821,0.6282939785879262,0.8942452226725037,-0.2659512440845775,UP_in_Ref,8.335773201199862e-05
S100A4,0.0006050780459602334,0.4103306043594073,0.5475294253852271,-0.13719882102581976,UP_in_Ref,8.301599453435082e-05
MRPL33,0.0002730602524437874,1.193450899275006,0.8919616770321727,0.30148922224283325,UP_in_AKI,8.232472313470917e-05
COX7B,0.0006245783850062231,0.6443955561414801,0.7750964635344946,-0.13070090739301443,UP_in_Ref,8.163296165837688e-05
USMG5,0.0012111025538608143,0.65552174141736,0.7227323799975074,-0.06721063858014742,UP_in_Ref,8.139897603103271e-05
CTSD,0.0011791250158393596,0.5771941147285087,0.6462274197011839,-0.06903330497267524,UP_in_Ref,8.139889681934903e-05
