gene,mean_expr_CKD,mean_expr_AKI,diff_mean_expr,pct_expr_CKD,pct_expr_AKI,pct_expr_diff,p_value,adj_p_value,importance,combined_score,direction
METTL26,0.3376334814158609,0.4773623672400454,-0.13972888582418447,0.28603346643848643,0.34381090400279846,-0.05777743756431203,2.3400357205503415e-101,2.3959410108023975e-100,0.0001500742979176,0.00012069787237301993,UP_in_AKI
VAV3,0.3486481422384924,0.24310598342172451,0.10554215881676787,0.289218482601255,0.19284393583529058,0.09637454676596441,1.5174289965184014e-76,1.0636184555035524e-75,0.0001567213463644,0.00011951505219111736,UP_in_CKD
UQCRQ,1.5727466682367368,1.4500619291939667,0.12268473904277011,0.7596025860429739,0.6888211483683974,0.07078143767457656,1.9057790677981855e-31,5.52933965512046e-31,0.0004531730565186,0.0001190706046225132,UP_in_CKD
PCYOX1,0.40439253856587953,0.2901140790132664,0.11427845955261312,0.3315269062559422,0.2315226625356054,0.10000424372033681,1.9566488694235266e-79,1.4748609568519047e-78,0.0001338043890569,0.00011901649773209054,UP_in_CKD
TCEA3,0.32235817921075977,0.22164542068381513,0.10071275852694464,0.2794732838942765,0.18199990005496977,0.09747338383930673,1.2299116091287574e-77,8.806049707365805e-77,0.0001594029498473,0.00011901341278362418,UP_in_CKD
S100A9,0.1390040811443738,0.2975404055776443,-0.15853632443327048,0.06488876212207643,0.10784068762180801,-0.04295192549973158,1.36011673896405e-88,1.1624929392855127e-87,0.0002003306035468,0.00011859091796841496,UP_in_AKI
PRDX1,1.9183232646459394,1.793777644678255,0.12454561996768443,0.8282468149838372,0.7648793163759932,0.06336749860784407,5.268209516455316e-31,1.5052027189872331e-30,0.0005017177936338,0.00011808566792293185,UP_in_CKD
CYB5R3,0.5785283732305877,0.46420678024035017,0.11432159299023753,0.438248716486024,0.33781420218879615,0.10043451429722783,5.720938451458821e-57,2.923818629365667e-56,0.0001841493019036,0.0001174196202507289,UP_in_CKD
COX20,0.7133046239016736,0.5990081560697805,0.11429646783189307,0.4945807187678266,0.4071260806556394,0.08745463811218723,8.089452811911451e-48,3.3941760049978114e-47,0.0002516336710784,0.00011688269568943417,UP_in_CKD
HMGN3,1.2020653377380148,1.0863939871786437,0.11567135055937117,0.6772200038030044,0.5901754035280595,0.08704460027494487,7.686824165870456e-34,2.3603349536961482e-33,0.0003556371458094,0.00011682942832860434,UP_in_CKD
TMEM258,1.1898639271682336,1.071271869456053,0.11859205771218062,0.6956645750142613,0.6160111938433861,0.07965338117087517,3.0303110814442643e-40,1.0979387976247334e-39,0.0003174000778739,0.00011680981952610598,UP_in_CKD
OCIAD1,0.7602387401120537,0.644353456701333,0.11588528341072069,0.5324681498383723,0.43121283294188195,0.10125531689649037,6.196739700402786e-49,2.6710084915529246e-48,0.0002092146532226,0.00011678894279284842,UP_in_CKD
SELENOK,0.41640657935378406,0.5307060690221193,-0.1142994896683352,0.3276288267731508,0.3726450452251262,-0.0450162184519754,1.554800346102266e-60,8.404326195147383e-60,0.0003824914662235,0.0001162632437972688,UP_in_AKI
SPARCL1,0.24818611030559265,0.13479891863517526,0.11338719167041739,0.11580148317170565,0.0588676228074559,0.056933860364249744,2.761647485399733e-63,1.5841190164816823e-62,0.0002905422672251,0.00011591347298672876,UP_in_CKD
DSG2,0.3336544904662795,0.22060830470369455,0.11304618576258493,0.265687393040502,0.18095047723751936,0.08473691580298262,1.9134355597247502e-89,1.668693802085538e-88,0.0001372576677153,0.00011541147706172432,UP_in_CKD
SERINC2,0.49888090450387595,0.4003153538731875,0.09856555063068845,0.3785890853774482,0.29138973564539505,0.08719934973205312,1.1369216006433743e-46,4.724050972202386e-46,0.0002952718365811,0.0001150283272733542,UP_in_CKD
DAZAP2,0.6660631598023188,0.5583003055930809,0.10776285420923792,0.48716486023958927,0.387786717305482,0.0993781429341073,1.0256795573051595e-45,4.209355228338548e-45,0.0002412717305977,0.00011466013397558584,UP_in_CKD
SARAF,0.6433762526779035,0.7751210258142851,-0.13174477313638155,0.42978703175508653,0.48273449602718504,-0.05294746427209851,8.198349190012862e-56,4.0855560747572405e-55,0.0003013746329518,0.00011433898238120059,UP_in_AKI
FOS,1.1336493275739523,1.0327406666992687,0.10090866087468364,0.45835710211066744,0.4085752835940233,0.04978181851664415,3.215955946559005e-13,5.570362494039846e-13,0.0018567422785878,0.00011429647404054863,UP_in_CKD
CLN5,0.4023118738524881,0.29021087843738336,0.11210099541510476,0.3377543259174748,0.23452101344260656,0.10323331247486822,1.575011314302309e-79,1.1931903896229612e-78,0.0001263069572135,0.00011390004268266272,UP_in_CKD
IMPA2,0.5869287329241779,0.4727647240812846,0.1141640088428933,0.41043924700513407,0.32132327220028983,0.08911597480484423,4.417263746088909e-50,1.9487928291568716e-49,0.0002256928415955,0.0001118465972533098,UP_in_CKD
GLRX5,0.6545118092555489,0.5405136867021029,0.11399812255344599,0.4763738353299106,0.3782919394333117,0.09808189589659894,5.17271378528453e-52,2.3728044886626286e-51,0.0001971037066138,0.00011156915181329,UP_in_CKD
IFITM2,0.8524279250698332,1.0194613952041323,-0.16703347013429903,0.5107434873550104,0.5322072859927041,-0.021463798637693654,7.964356887877798e-60,4.243884664943764e-59,0.0005325373681832,0.00011144651940989971,UP_in_AKI
MYO6,0.5551686328227126,0.4492980121784014,0.10587062064431119,0.4125784369652025,0.3171255809304882,0.09545285603471432,2.6010701322051143e-48,1.106838354129836e-47,0.000233220632195,0.00011066790023326275,UP_in_CKD
WTAP,0.535184316423722,0.4280841623032136,0.10710015412050838,0.4110096976611523,0.31807505871770525,0.09293463894344706,5.489093679331903e-53,2.5491147117640417e-52,0.0002152883354616,0.00011055646235576238,UP_in_CKD
LST1,0.16825006713099555,0.3192360616990212,-0.15098599456802564,0.07154401977562275,0.1282794463045325,-0.056735426528909755,1.069204695252077e-83,8.57650825068511e-83,0.0001560896297866,0.00010973166108736487,UP_in_AKI
NDUFS5,1.547743407958101,1.4260237033823648,0.12171970457573611,0.7699182354059707,0.7042126830243366,0.06570555238163411,4.389256602159849e-35,1.3978524210700155e-34,0.0004049582379268,0.00010964531981476176,UP_in_CKD
PTPRB,0.16168885089630317,0.08007249006525481,0.08161636083104835,0.07525194903974139,0.03727949627704762,0.037972452762693766,3.070379302228661e-56,1.5480904044850391e-55,0.00064334426346,0.00010928252615800878,UP_in_CKD
EMCN,0.1933555199207342,0.10009653397636654,0.09325898594436764,0.08200228180262407,0.04312628054569986,0.03887600125692421,3.7749769183326812e-53,1.7612645031101156e-52,0.0005816302570186,0.00010913515277048342,UP_in_CKD
NDUFB4,1.1593298465525872,1.0480288171884395,0.11130102936414765,0.6746529758509222,0.5959222427664784,0.07873073308444378,3.2842038723451502e-34,1.0188843450915667e-33,0.0003761617486395,0.00010874895852878623,UP_in_CKD
HSD17B12,0.3617408095578242,0.2551906270177349,0.10655018254008936,0.31194143373264877,0.2093348658237969,0.10260656790885186,4.029506087371029e-79,3.014593082821219e-78,0.0001281892962329,0.00010864236412694028,UP_in_CKD
COMT,0.6871934731637691,0.5713578461339681,0.11583562702980099,0.48450275717817076,0.3922842436659837,0.09221851351218707,2.353313260946302e-50,1.044369790360785e-49,0.0002070751705259,0.00010834708672472523,UP_in_CKD
SMIM26,0.45249294118345723,0.5825032845717352,-0.13001034338827794,0.34906826392850354,0.39958023087301986,-0.05051196694451632,5.23487780638515e-73,3.4899185375901e-72,0.0002307434904762,0.00010827982505302342,UP_in_AKI
WDR83OS,1.190142857692516,1.0748966435957332,0.1152462140967827,0.6913861950941244,0.6129128979061517,0.07847329718797269,5.240581961881667e-37,1.7585845509670026e-36,0.0003346041396323,0.00010819686496540131,UP_in_CKD
HOXB7,0.2993354506204591,0.19834091065769316,0.10099453996276592,0.26739874500855676,0.1710059467292989,0.09639279827925787,8.174982780432324e-88,6.927951508840953e-87,0.0001284175071673,0.00010771330706478055,UP_in_CKD
TTC3,0.5597379560719221,0.4477284230374495,0.11200953303447264,0.42422513785890853,0.3265204137724252,0.09770472408648334,7.467192925916615e-56,3.727384156031588e-55,0.0001796892118316,0.00010703348926552123,UP_in_CKD
BTG1,0.8683439292483858,0.7856477759065962,0.08269615334178959,0.5513405590416429,0.46194592973864373,0.08939462930299918,9.131154335564855e-19,1.8892043452892803e-18,0.0008078082551368,0.00010584246113336982,UP_in_CKD
CD24,1.140418921926776,1.264929921576514,-0.124510999649738,0.4408632819927743,0.49127979611213834,-0.05041651411936404,3.609821844250888e-20,7.785381403848069e-20,0.000881960400318,0.00010579404426982112,UP_in_AKI
TSPAN1,0.9057784964268233,0.8352722989680887,0.07050619745873454,0.4687678265830006,0.3971315776323022,0.07163624895069837,1.0032912688683971e-10,1.5942128212951227e-10,0.0021368116915963,0.00010574007184750353,UP_in_CKD
SPTLC2,0.3110064614825271,0.2073198809775122,0.10368658050501489,0.26240730176839705,0.16790765079206438,0.09449965097633267,5.396148365294085e-82,4.215740910386004e-81,0.0001341486755626,0.00010564788642675937,UP_in_CKD
