gene,mean_expr_CKD,mean_expr_reference,diff_mean_expr,pct_expr_CKD,pct_expr_reference,pct_expr_diff,p_value,adj_p_value,importance,combined_score,direction
ATP6V0A4,0.25867450585191604,,,0.20094124358243012,,,,,0.0001580499213975,,UP_in_reference
ATP6V0B,1.342812069117202,,,0.6838277239018825,,,,,0.0004292275393483,,UP_in_reference
ATP6V0D1,0.46267809307089236,,,0.376782658300057,,,,,0.0001600603179102,,UP_in_reference
ATP6V0D2,0.23236603331683864,,,0.13752614565506752,,,,,0.000589056548522,,UP_in_reference
ATP6V0E1,1.5675849994659248,,,0.7619319262217151,,,,,0.0004533409194464,,UP_in_reference
ATP6V0E2,0.23192559456105638,,,0.21021106674272674,,,,,0.0001051592241028,,UP_in_reference
ATP6V1A,0.4943977231923021,,,0.3722665906065792,,,,,0.0001575553587459,,UP_in_reference
ATP6V1B1,0.27213837785707384,,,0.17807567978703176,,,,,0.0018486973448952,,UP_in_reference
ATP6V1B2,0.25229332818632577,,,0.22104962920707358,,,,,0.0001136931815701,,UP_in_reference
ATP6V1D,0.41081684295517007,,,0.3448374215630348,,,,,0.0001176452657504,,UP_in_reference
ATP6V1E1,0.4898510249173886,,,0.3890948849591177,,,,,0.0001536519658456,,UP_in_reference
ATP6V1F,1.2741735572189974,,,0.6915763453127971,,,,,0.0003724242236397,,UP_in_reference
ATP6V1G1,1.2221656938972987,,,0.6966628636622932,,,,,0.0003036604378182,,UP_in_reference
ATP6V1G3,0.22288365187298992,,,0.1156113329530329,,,,,0.0004169490009353,,UP_in_reference
ATP6V1H,0.2803045176576257,,,0.2508081384293592,,,,,0.0001059467866738,,UP_in_reference
ATRAID,0.7870443485179632,,,0.5413101350066553,,,,,0.0002172316375002,,UP_in_reference
ATRX,0.5506424718871827,,,0.4154306902452938,,,,,0.000181841136407,,UP_in_reference
ATXN10,0.29343373291849195,,,0.2689199467579388,,,,,0.0001162703886412,,UP_in_reference
ATXN7L3B,0.2733340098861451,,,0.2465297585092223,,,,,0.0001100475806604,,UP_in_reference
AUP1,0.2718919086066645,,,0.2449134816505039,,,,,0.0001006871636012,,UP_in_reference
AURKAIP1,0.99941121099138,,,0.6320117893135577,,,,,0.0002417619837871,,UP_in_reference
B2M,3.4141215082124887,,,0.9562179121505989,,,,,0.0014351423095086,,UP_in_reference
B3GAT3,0.27438853402383195,,,0.24976231222665907,,,,,0.000103509932934,,UP_in_reference
B4GALT1,0.5533366551821093,,,0.4100114090131204,,,,,0.0001615303842521,,UP_in_reference
BAD,0.39366429002146597,,,0.34108195474424796,,,,,0.0001207843412854,,UP_in_reference
BAG1,0.6341228613288185,,,0.4663909488495912,,,,,0.0001670151870804,,UP_in_reference
BAG5,0.24178864151799867,,,0.21919566457501427,,,,,0.000103579635553,,UP_in_reference
BAG6,0.2636076643907954,,,0.23844837421563034,,,,,0.0001002830054197,,UP_in_reference
BANF1,0.7122305889761112,,,0.5137383532991063,,,,,0.0001802813747738,,UP_in_reference
BAX,0.4455221717754805,,,0.3545350827153451,,,,,0.0001960229324437,,UP_in_reference
BAZ2B,0.25402360713006067,,,0.21929073968435064,,,,,0.0001044838457436,,UP_in_reference
BBOX1,0.47618479453066137,,,0.2606959498003423,,,,,0.0002424005881423,,UP_in_reference
BBX,0.40378676122502816,,,0.331479368701274,,,,,0.0001353394682565,,UP_in_reference
BCAM,1.0316228405227068,,,0.544019775622742,,,,,0.0005309763797362,,UP_in_reference
BCAP29,0.2561862439316264,,,0.22870317550865182,,,,,0.0001097706441732,,UP_in_reference
BCAP31,0.7782022768259472,,,0.5395512454839323,,,,,0.0002590923273911,,UP_in_reference
BCL2L1,0.26199946714837535,,,0.23402738163148887,,,,,9.60467977605922e-05,,UP_in_reference
BCL7C,0.5783244438234136,,,0.43938961779806046,,,,,0.0001694166187265,,UP_in_reference
BCLAF1,0.3875830787969428,,,0.31883437915953605,,,,,0.0001648458578793,,UP_in_reference
BDH2,0.5893703187862356,,,0.4273150789123408,,,,,0.0001794476162474,,UP_in_reference
BEX2,0.49111654225625706,,,0.37407301768397033,,,,,0.0002568995026777,,UP_in_reference
BEX3,0.7827850529544794,,,0.42051720859478986,,,,,0.000321049729707,,UP_in_reference
BEX4,0.5966123978053404,,,0.44281232173417,,,,,0.0002148889106781,,UP_in_reference
BGN,0.13320287858161753,,,0.07686822589845978,,,,,0.0001183867993112,,UP_in_reference
BHLHE40,0.2026739340869387,,,0.1811180832857958,,,,,0.0002422548275637,,UP_in_reference
BHMT,0.2702734430757587,,,0.16833048108005325,,,,,0.0002051329373744,,UP_in_reference
BHMT2,0.2823813499533911,,,0.2226183685111238,,,,,0.0001569294793314,,UP_in_reference
BICC1,0.5410385605583469,,,0.38191671420422135,,,,,0.0003953789930286,,UP_in_reference
BIN1,0.24919108635964748,,,0.19918235405970716,,,,,0.0001038379615353,,UP_in_reference
BIRC2,0.33082859902261763,,,0.2832762882677315,,,,,0.0001345560893039,,UP_in_reference
BIRC6,0.2825519302887356,,,0.242156303479749,,,,,0.0001247547890691,,UP_in_reference
BLOC1S2,0.25227202736205956,,,0.2374025480129302,,,,,0.0001074246514796,,UP_in_reference
BLVRB,0.715103297755457,,,0.5006655257653546,,,,,0.0001939503597646,,UP_in_reference
BMPR2,0.275904974629172,,,0.22314128161247385,,,,,0.0001209838599072,,UP_in_reference
BNIP3,0.4348681080610595,,,0.35044685301388095,,,,,0.0001362434172284,,UP_in_reference
BNIP3L,0.3364574779849166,,,0.2831812131583951,,,,,0.0001412200242805,,UP_in_reference
BOD1L1,0.29964320013416673,,,0.25684540787221904,,,,,0.0001281188454077,,UP_in_reference
BOLA3,0.4330295334880072,,,0.353489256512645,,,,,0.000148801241577,,UP_in_reference
BPTF,0.3819753740814615,,,0.31488876212207645,,,,,0.0001359892428901,,UP_in_reference
BRD2,0.4083927085738962,,,0.3369461874881156,,,,,0.000141292872695,,UP_in_reference
BRD4,0.25964599397526994,,,0.22903593839132916,,,,,0.000109010538199,,UP_in_reference
BRD7,0.25782380596076887,,,0.23421753185016161,,,,,0.0001058055070605,,UP_in_reference
BRI3,1.1654476930072433,,,0.6789313557710591,,,,,0.0003214276851586,,UP_in_reference
BRK1,0.8282531433280447,,,0.5620840463966533,,,,,0.0002475977113714,,UP_in_reference
BROX,0.3102324925644388,,,0.2731983266780757,,,,,0.0001263125106063,,UP_in_reference
BSG,1.3275935459002637,,,0.6870127400646511,,,,,0.0003230927075865,,UP_in_reference
BST2,0.4962295122797997,,,0.2982506179882107,,,,,0.0004225993552055,,UP_in_reference
BTBD7,0.2737303023476984,,,0.23911389998098498,,,,,9.273575400469592e-05,,UP_in_reference
BTF3,1.5689475346960118,,,0.7938771629587374,,,,,0.0003883932154776,,UP_in_reference
BTF3L4,0.5019953908681345,,,0.4044495151169424,,,,,0.0001821671568807,,UP_in_reference
BTG1,0.8683439292483858,,,0.5513405590416429,,,,,0.0008078082551368,,UP_in_reference
BTG2,0.34044924220741735,,,0.2468625213918996,,,,,0.0031341829209004,,UP_in_reference
BTG3,0.24412527132607362,,,0.21857767636432782,,,,,0.0001652637626439,,UP_in_reference
