gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
RP11-1057B6.1,2.68848850472746e-06,CKD,0.0023642268,0.21754473,0.99811362171461,1.0,0.0002852253280091272,0.0002725432175673571,-0.0
CTRB2,2.676024849927073e-06,CKD,-0.03625975,-18.595497,0.9710752428769625,1.0,0.0,0.0001946737268338265,-0.0
RP11-1060G2.2,2.6135131854276453e-06,AKI,0.00928846,0.63241494,0.9925889873946121,1.0,0.00019989006046674328,0.00014976225242427645,-0.0
RP11-117D22.2,2.6263678714440896e-06,Ref,0.09883521,3.3651726,0.9212691113178446,1.0,0.0008813678829543451,7.30869491071211e-05,-0.0
AL645929.2,2.469868348874591e-06,Ref,-0.038021218,-1.5380071,0.9696707652525814,1.0,0.00017627357659086903,0.00048724632738080735,-0.0
RP11-117D22.2,2.6263678714440896e-06,CKD,-0.009696501,-0.22125472,0.9922634324828659,1.0,0.0001426126640045636,0.0001946737268338265,-0.0
RP11-117D22.2,2.6263678714440896e-06,AKI,-0.055488136,-18.85608,0.9557495819440186,1.0,0.0,0.0002995245048485529,-0.0
MAP3K19,2.664611705270936e-06,Ref,-0.029789982,-18.066177,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
MAP3K19,2.664611705270936e-06,CKD,0.08854301,19.030779,0.9294450965870407,1.0,0.0004753755466818787,0.0,-0.0
GABRD,2.450899122083081e-06,AKI,0.00464319,0.24545453,0.9962952833914401,1.0,9.994503023337164e-05,7.488112621213822e-05,-0.0
MAP3K19,2.664611705270936e-06,AKI,-0.06936017,-18.686232,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
LINC02595,2.6728757657796586e-06,CKD,0.13281453,19.570776,0.8943400673912013,1.0,0.000713063320022818,0.0,-0.0
GABRD,2.450899122083081e-06,Ref,-0.011915993,-17.455395,0.990492638250231,1.0,0.0,9.744926547616148e-05,-0.0
CTD-2545M3.8,2.665077677328931e-06,Ref,-0.038726978,-18.946484,0.9691080651213294,1.0,0.0,0.0003167101127975248,-0.0
CTD-2545M3.8,2.665077677328931e-06,CKD,0.11510592,19.911245,0.9083611667710484,1.0,0.0006179882106864423,0.0,-0.0
CTD-2545M3.8,2.665077677328931e-06,AKI,-0.09016822,-19.56663,0.9281535381356676,1.0,0.0,0.0004867273203788985,-0.0
IGKV1-9,2.439866045955001e-06,AKI,0.025477584,0.7961933,0.9796740284216524,1.0,0.0002498625755834291,0.00011232168931820734,-0.0
IGKV1-9,2.439866045955001e-06,CKD,-0.009694433,-0.091483414,0.9922650827815387,1.0,0.0001426126640045636,0.0001946737268338265,-0.0
IGKV1-9,2.439866045955001e-06,Ref,-0.023831986,-19.036304,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
RP11-89F3.2,2.4143331302271963e-06,AKI,-0.06936017,-19.385967,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
LINC02595,2.6728757657796586e-06,Ref,-0.044684973,-18.606087,0.9643584113116118,1.0,0.0,0.0003654347455356055,-0.0
RP11-89F3.2,2.4143331302271963e-06,CKD,0.08854301,19.730566,0.9294450965870407,1.0,0.0004753755466818787,0.0,-0.0
GABRD,2.450899122083081e-06,CKD,0.0032047029,0.4591393,0.9974430214550177,1.0,9.507510933637573e-05,7.78694907335306e-05,-0.0
RP11-337N6.2,1.5348609356686747e-06,Ref,-0.026810983,-18.574383,0.9786104924238935,1.0,0.0,0.0002192608473213633,-0.0
F2RL2,1.5335111188489615e-06,AKI,0.016252207,0.78288704,0.9870331864462681,1.0,0.00034980760581680074,0.00026208394174248383,-0.0
F2RL2,1.5335111188489615e-06,CKD,-0.03709816,-1.0054302,0.9704067402286392,1.0,0.00019015021867275147,0.000389347453667653,-0.0
F2RL2,1.5335111188489615e-06,Ref,0.031886782,0.3194985,0.9745623404776604,1.0,0.0005288207297726071,0.00026798548005944406,-0.0
RP5-1142A6.9,1.5201243608738072e-06,AKI,-0.013872034,-16.518885,0.9889320733323826,1.0,0.0,7.488112621213822e-05,-0.0
RP5-1142A6.9,1.5201243608738072e-06,CKD,0.0016026961,2.7792497,0.9987212340238758,1.0,4.753755466818787e-05,3.89347453667653e-05,-0.0
RP5-1142A6.9,1.5201243608738072e-06,Ref,0.018575022,0.36383614,0.9851801283633133,1.0,0.00017627357659086903,2.436231636904037e-05,-0.0
IL5,1.5186680174114233e-06,AKI,-0.02080805,-17.900263,0.9833987755318311,1.0,0.0,0.00011232168931820734,-0.0
IL5,1.5186680174114233e-06,CKD,0.026562905,18.244776,0.9788083604447402,1.0,0.0001426126640045636,0.0,-0.0
IL5,1.5186680174114233e-06,Ref,-0.008936995,-17.280254,0.9928694048625155,1.0,0.0,7.30869491071211e-05,-0.0
C17orf78,1.510201211445841e-06,AKI,0.0023468977,-0.38092062,0.9981274482484835,1.0,0.00019989006046674328,0.00018720281553034557,-0.0
C17orf78,1.510201211445841e-06,CKD,0.015267155,1.0855589,0.9878190461734099,1.0,0.00023768777334093934,0.0001557389814670612,-0.0
AL161725.1,1.922522614889538e-06,AKI,-0.0416161,-18.074305,0.9668047371633509,1.0,0.0,0.00022464337863641469,-0.0
WFDC10B,1.5024642283945738e-06,AKI,0.004641804,-0.5620365,0.9962963895992625,1.0,9.994503023337164e-05,7.488112621213822e-05,-0.0
WFDC10B,1.5024642283945738e-06,CKD,0.0032060817,1.2666216,0.9974419212098431,1.0,9.507510933637573e-05,7.78694907335306e-05,-0.0
WFDC10B,1.5024642283945738e-06,Ref,-0.011915993,-17.262592,0.990492638250231,1.0,0.0,9.744926547616148e-05,-0.0
AC010536.3,1.486996036862495e-06,AKI,-0.023102263,-1.7128899,0.9815686999406827,1.0,9.994503023337164e-05,0.00022464337863641469,-0.0
AC010536.3,1.486996036862495e-06,CKD,0.03862329,2.4174974,0.9691907347762556,1.0,0.0002852253280091272,7.78694907335306e-05,-0.0
AC010536.3,1.486996036862495e-06,Ref,-0.023831986,-17.83095,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
AC010524.2,1.4825779346527007e-06,AKI,0.009257612,16.952005,0.9926135997256798,1.0,4.997251511668582e-05,0.0,-0.0
AC010524.2,1.4825779346527007e-06,CKD,-0.00725195,-16.591911,0.9942138316178661,1.0,0.0,3.89347453667653e-05,-0.0
AC010524.2,1.4825779346527007e-06,Ref,-0.0029789982,-15.915487,0.9976231068297406,1.0,0.0,2.436231636904037e-05,-0.0
AP003168.2,1.4773768478263402e-06,AKI,-0.03697083,-1.4621048,0.9705082629037898,1.0,9.994503023337164e-05,0.0002995245048485529,-0.0
AP003168.2,1.4773768478263402e-06,CKD,0.056328446,2.1667364,0.9550801596647083,1.0,0.00038030043734550294,7.78694907335306e-05,-0.0
AP003168.2,1.4773768478263402e-06,Ref,-0.029789982,-18.220394,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
GSDMA,1.4535845321487726e-06,AKI,0.17358898,2.7112708,0.8621884938682579,1.0,0.0010494228174504022,0.00011232168931820734,-0.0
C17orf78,1.510201211445841e-06,Ref,-0.026810983,-18.28581,0.9786104924238935,1.0,0.0,0.0002192608473213633,-0.0
IGLV3-21,1.6264968349199398e-06,Ref,-0.038726978,-19.90779,0.9691080651213294,1.0,0.0,0.0003167101127975248,-0.0
TRGV2,1.6133451593077145e-06,AKI,0.0393718,0.6777032,0.9685939624460334,1.0,0.00039978012093348656,0.00018720281553034557,-0.0
TRGV2,1.6133451593077145e-06,CKD,-0.01373513,0.02701306,0.9890412962065447,1.0,0.00023768777334093934,0.0003114779629341224,-0.0
TRGV2,1.6133451593077145e-06,Ref,-0.038726978,-19.092081,0.9691080651213294,1.0,0.0,0.0003167101127975248,-0.0
RP11-510D19.1,1.5895980576188355e-06,AKI,-0.06936017,-19.073792,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
RP11-510D19.1,1.5895980576188355e-06,CKD,0.056331202,2.478492,0.9550779626514363,1.0,0.00038030043734550294,7.78694907335306e-05,-0.0
RP11-510D19.1,1.5895980576188355e-06,Ref,0.019276056,0.6650617,0.984620884790753,1.0,0.00035254715318173806,0.00019489853095232295,-0.0
CTB-51J22.1,1.5777196229343588e-06,AKI,-0.03929624,-3.4182594,0.9686542048015638,1.0,4.997251511668582e-05,0.00026208394174248383,-0.0
CTB-51J22.1,1.5777196229343588e-06,CKD,0.038626045,3.3753035,0.9691885359154154,1.0,0.0002852253280091272,7.78694907335306e-05,-0.0
CTB-51J22.1,1.5777196229343588e-06,Ref,0.00069788273,-1.7379284,0.9994431702028762,1.0,0.00017627357659086903,0.0001705362145832826,-0.0
CSF3,1.5690913783878998e-06,AKI,-0.06936017,-19.214258,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
CSF3,1.5690913783878998e-06,CKD,-0.0725195,-19.270731,0.942188485993607,1.0,0.0,0.000389347453667653,-0.0
RP11-337N6.2,1.5348609356686747e-06,CKD,0.06358315,3.297989,0.9493021471550792,1.0,0.00038030043734550294,3.89347453667653e-05,-0.0
CTD-2587H19.1,1.565990247360512e-06,AKI,-0.07629619,-19.661335,0.9391834599610462,1.0,0.0,0.00041184619416676025,-0.0
CTD-2587H19.1,1.565990247360512e-06,CKD,0.08129382,3.9457176,0.9352082855289148,1.0,0.0004753755466818787,3.89347453667653e-05,-0.0
CTD-2587H19.1,1.565990247360512e-06,Ref,-0.008239637,-0.80213016,0.9934257951896629,1.0,0.00017627357659086903,0.00024362316369040367,-0.0
ATCAY,1.5615978065597148e-06,AKI,-0.01152167,-0.25591612,0.9908072407666463,1.0,0.00019989006046674328,0.00026208394174248383,-0.0
ATCAY,1.5615978065597148e-06,CKD,-0.015344377,-0.25118962,0.987757439343748,1.0,0.00019015021867275147,0.0002725432175673571,-0.0
ATCAY,1.5615978065597148e-06,Ref,0.0408285,0.91593844,0.9674326171699853,1.0,0.0005288207297726071,0.00019489853095232295,-0.0
IGKV1-6,1.5448815962181594e-06,AKI,0.092576124,19.957497,0.9262403147797386,1.0,0.0004997251511668582,0.0,-0.0
IGKV1-6,1.5448815962181594e-06,CKD,-0.0725195,-19.597258,0.942188485993607,1.0,0.0,0.000389347453667653,-0.0
IGKV1-6,1.5448815962181594e-06,Ref,-0.029789982,-18.920637,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
TRDV1,1.5383409220992055e-06,AKI,0.3147588,21.715792,0.752944786450195,1.0,0.001699065513967318,0.0,-0.0
TRDV1,1.5383409220992055e-06,CKD,-0.24656631,-21.355167,0.8052438828865616,1.0,0.0,0.0013237813424700202,-0.0
TRDV1,1.5383409220992055e-06,Ref,-0.10128594,-20.678038,0.9193234774795002,1.0,0.0,0.0008283187565473725,-0.0
RP11-337N6.2,1.5348609356686747e-06,AKI,-0.046231218,-2.593334,0.963125961874797,1.0,4.997251511668582e-05,0.0002995245048485529,-0.0
CSF3,1.5690913783878998e-06,Ref,0.21554546,21.451025,0.8293420723183177,1.0,0.0017627357659086903,0.0,-0.0
CTD-3110H11.1,1.365903910917535e-06,Ref,-0.011915993,-17.358479,0.990492638250231,1.0,0.0,9.744926547616148e-05,-0.0
Y-RNA.1,1.339442147446517e-06,AKI,-0.009226764,0.14176854,0.9926382120637762,1.0,9.994503023337164e-05,0.00014976225242427645,-0.0
Y-RNA.1,1.339442147446517e-06,CKD,0.00480602,-0.054046478,0.9961653655674868,1.0,0.0001426126640045636,0.0001168042361002959,-0.0
Y-RNA.1,1.339442147446517e-06,Ref,0.0066579795,-0.21401489,0.9946877400972641,1.0,0.00017627357659086903,0.00012181158184520184,-0.0
C10orf99,1.3329046400078987e-06,AKI,0.11806757,1.3339047,0.9060141197400229,1.0,0.0008995052721003448,0.00026208394174248383,-0.0
C10orf99,1.3329046400078987e-06,CKD,-0.06853776,-0.62913716,0.9453575663996788,1.0,0.0003327628826773151,0.0007008254166017754,-0.0
C10orf99,1.3329046400078987e-06,Ref,-0.07447495,-19.446428,0.9406324684430808,1.0,0.0,0.0006090579092260092,-0.0
RP1-37N7.3,1.321635465084116e-06,AKI,-0.03235641,-0.9729433,0.9741878242187527,1.0,4.997251511668582e-05,0.00022464337863641469,-0.0
RP1-37N7.3,1.321635465084116e-06,CKD,0.04587179,1.6775498,0.9634124379547064,1.0,0.0002852253280091272,3.89347453667653e-05,-0.0
RP1-37N7.3,1.321635465084116e-06,Ref,-0.020852987,-17.77395,0.9833629289714014,1.0,0.0,0.0001705362145832826,-0.0
RP11-799M12.2,1.3210717943303006e-06,AKI,-0.018486455,-1.2763407,0.9852507825908373,1.0,4.997251511668582e-05,0.00014976225242427645,-0.0
RP11-799M12.2,1.3210717943303006e-06,CKD,0.012060383,1.5036693,0.9903774395399179,1.0,0.0001426126640045636,7.78694907335306e-05,-0.0
GSDMA,1.4535845321487726e-06,CKD,-0.1257153,-2.006461,0.899957295123542,1.0,0.0001426126640045636,0.0008176296527020714,-0.0
HSF5,1.2988577028781005e-06,AKI,0.0046424973,0.18978646,0.9962958364953504,1.0,9.994503023337164e-05,7.488112621213822e-05,-0.0
HSF5,1.2988577028781005e-06,CKD,0.0032053923,0.5148098,0.9974424713324298,1.0,9.507510933637573e-05,7.78694907335306e-05,-0.0
HSF5,1.2988577028781005e-06,Ref,-0.011915993,-17.51394,0.990492638250231,1.0,0.0,9.744926547616148e-05,-0.0
AC093609.1,1.2929245575624671e-06,AKI,-0.0046137287,-0.12541571,0.9963187903091933,1.0,4.997251511668582e-05,7.488112621213822e-05,-0.0
AC093609.1,1.2929245575624671e-06,CKD,0.010455963,0.829994,0.991657500115586,1.0,9.507510933637573e-05,3.89347453667653e-05,-0.0
AC093609.1,1.2929245575624671e-06,Ref,-0.008936995,-17.053177,0.9928694048625155,1.0,0.0,7.30869491071211e-05,-0.0
IGLV3-27,1.2917582357901463e-06,AKI,0.023159107,1.2735814,0.9815233570627043,1.0,0.00019989006046674328,7.488112621213822e-05,-0.0
IGLV3-27,1.2917582357901463e-06,CKD,-0.011299887,-0.56894106,0.9909841864670301,1.0,9.507510933637573e-05,0.0001557389814670612,-0.0
IGLV3-27,1.2917582357901463e-06,Ref,-0.01787399,-18.280033,0.9857393792182293,1.0,0.0,0.0001461738982142422,-0.0
AL583785.1,1.270427050456873e-06,AKI,0.18515225,20.881018,0.853109626385453,1.0,0.0009994503023337165,0.0,-0.0
AL583785.1,1.270427050456873e-06,CKD,-0.145039,-20.520634,0.8846800766620073,1.0,0.0,0.000778694907335306,-0.0
AL583785.1,1.270427050456873e-06,Ref,-0.059579965,-19.843822,0.9524901761193002,1.0,0.0,0.00048724632738080735,-0.0
AC233755.1,1.2682359282556198e-06,AKI,0.1573794,20.171696,0.8749458427860413,1.0,0.000849532756983659,0.0,-0.0
RP11-799M12.2,1.3210717943303006e-06,Ref,0.009636452,-0.997428,0.992311342144414,1.0,0.00017627357659086903,9.744926547616148e-05,-0.0
GSDMA,1.4535845321487726e-06,Ref,-0.07149596,-19.673372,0.9430030419623463,1.0,0.0,0.0005846955928569688,-0.0
GSC,1.4347954329107779e-06,AKI,-0.04855212,-18.626394,0.9612762288285617,1.0,0.0,0.00026208394174248383,-0.0
GSC,1.4347954329107779e-06,CKD,0.04587524,3.841215,0.9634096902202985,1.0,0.0002852253280091272,3.89347453667653e-05,-0.0
GSC,1.4347954329107779e-06,Ref,0.0036784562,-0.69789886,0.9970650231384643,1.0,0.00017627357659086903,0.0001461738982142422,-0.0
TRH,1.4269167999669602e-06,AKI,0.043996967,1.950518,0.964906821423631,1.0,0.00034980760581680074,0.00011232168931820734,-0.0
TRH,1.4269167999669602e-06,CKD,-0.02420247,-1.2458123,0.9806911077540557,1.0,0.0001426126640045636,0.0002725432175673571,-0.0
TRH,1.4269167999669602e-06,Ref,-0.029789982,-18.982203,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
IGHV3-33,1.4038696389581158e-06,AKI,0.12960657,20.493095,0.8968777052321488,1.0,0.0006996152116336015,0.0,-0.0
IGHV3-33,1.4038696389581158e-06,CKD,-0.1015273,-20.132784,0.9191318850555992,1.0,0.0,0.0005450864351347142,-0.0
IGHV3-33,1.4038696389581158e-06,Ref,-0.041705973,-19.456066,0.9667330906899275,1.0,0.0,0.0003410724291665652,-0.0
GPR128,1.3772157735570977e-06,AKI,-0.055488136,-19.159592,0.9557495819440186,1.0,0.0,0.0002995245048485529,-0.0
GPR128,1.3772157735570977e-06,CKD,0.07083441,19.50417,0.9435295430193675,1.0,0.00038030043734550294,0.0,-0.0
CTD-3110H11.1,1.365903910917535e-06,CKD,0.019311989,2.4953227,0.9845922199672543,1.0,0.0001426126640045636,3.89347453667653e-05,-0.0
FENDRR,1.375695513830008e-06,AKI,-0.055488136,-18.728548,0.9557495819440186,1.0,0.0,0.0002995245048485529,-0.0
FENDRR,1.375695513830008e-06,CKD,0.022513244,0.7256633,0.982038547232301,1.0,0.00023768777334093934,0.0001168042361002959,-0.0
FENDRR,1.375695513830008e-06,Ref,0.049772322,2.4180288,0.9603038224065223,1.0,0.0005288207297726071,0.00012181158184520184,-0.0
IGHV3-48,1.374134512793616e-06,AKI,0.18751785,3.1976364,0.8512546240672181,1.0,0.0011993403628004597,0.00018720281553034557,-0.0
IGHV3-48,1.374134512793616e-06,CKD,-0.12979047,-2.4926043,0.8967322067641456,1.0,0.00023768777334093934,0.0009344338888023672,-0.0
IGHV3-48,1.374134512793616e-06,Ref,-0.08639095,-20.535137,0.9311556421918694,1.0,0.0,0.0007065071747021707,-0.0
RP11-390N6.1,1.3678157172848894e-06,AKI,0.037030447,18.287928,0.9704607280047376,1.0,0.00019989006046674328,0.0,-0.0
RP11-390N6.1,1.3678157172848894e-06,CKD,-0.0290078,-17.927801,0.9768583690812704,1.0,0.0,0.0001557389814670612,-0.0
RP11-390N6.1,1.3678157172848894e-06,Ref,-0.011915993,-17.251331,0.990492638250231,1.0,0.0,9.744926547616148e-05,-0.0
AC073115.1,1.3662900097654345e-06,AKI,0.078705475,2.5264869,0.937266891533652,1.0,0.0004997251511668582,7.488112621213822e-05,-0.0
AC073115.1,1.3662900097654345e-06,CKD,-0.05481228,-1.8217751,0.9562880189188968,1.0,9.507510933637573e-05,0.000389347453667653,-0.0
AC073115.1,1.3662900097654345e-06,Ref,-0.03574798,-19.030226,0.9714833135634229,1.0,0.0,0.0002923477964284844,-0.0
CTD-3110H11.1,1.365903910917535e-06,AKI,-0.011551479,-1.7907376,0.9907834586248314,1.0,4.997251511668582e-05,0.00011232168931820734,-0.0
GPR128,1.3772157735570977e-06,Ref,-0.023831986,-18.539494,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
AC099684.1,2.0100516766358664e-06,AKI,-0.013841879,-0.33617935,0.9889561313019396,1.0,0.00014991754535005747,0.00022464337863641469,-0.0
AC099684.1,2.0100516766358664e-06,CKD,0.015262328,0.31056783,0.9878228966026792,1.0,0.00023768777334093934,0.0001557389814670612,-0.0
AC099684.1,2.0100516766358664e-06,Ref,-0.0022774397,0.0297959,0.998182867615858,1.0,0.00017627357659086903,0.00019489853095232295,-0.0
RP11-536O18.1,1.983351175278409e-06,AKI,-0.06936017,-19.467958,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
RP11-536O18.1,1.983351175278409e-06,CKD,-0.0725195,-19.524435,0.942188485993607,1.0,0.0,0.000389347453667653,-0.0
RP11-536O18.1,1.983351175278409e-06,Ref,0.21554546,21.705038,0.8293420723183177,1.0,0.0017627357659086903,0.0,-0.0
CCL7,1.979132055728184e-06,AKI,0.111091346,19.602678,0.9115439115929156,1.0,0.0005996701814002299,0.0,-0.0
CCL7,1.979132055728184e-06,CKD,-0.0870234,-19.242476,0.930652910265111,1.0,0.0,0.0004672169444011836,-0.0
CCL7,1.979132055728184e-06,Ref,-0.03574798,-18.5659,0.9714833135634229,1.0,0.0,0.0002923477964284844,-0.0
CCL26,1.954665034751888e-06,AKI,0.030185936,0.09582076,0.9759187643490778,1.0,0.0007995602418669731,0.000636489572803175,-0.0
CCL26,1.954665034751888e-06,CKD,0.034515366,0.60904646,0.9724661887976316,1.0,0.0008081384293591937,0.0006229559258682448,-0.0
CCL26,1.954665034751888e-06,Ref,-0.09830694,-19.997576,0.9216885665720531,1.0,0.0,0.0008039564401783321,-0.0
IGLV3-21,1.6264968349199398e-06,CKD,-0.094275355,-20.58462,0.924890428494967,1.0,0.0,0.000506151689767949,-0.0
RP11-742B18.1,1.9292968711342485e-06,CKD,0.08854301,19.865889,0.9294450965870407,1.0,0.0004753755466818787,0.0,-0.0
RP11-742B18.1,1.9292968711342485e-06,Ref,-0.029789982,-18.901136,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
AL161725.1,1.922522614889538e-06,CKD,0.05312581,18.418823,0.9576316673017533,1.0,0.0002852253280091272,0.0,-0.0
AL161725.1,1.922522614889538e-06,Ref,-0.01787399,-17.454287,0.9857393792182293,1.0,0.0,0.0001461738982142422,-0.0
RP11-165J3.6,1.9029986514787793e-06,AKI,-0.018486455,-1.2078011,0.9852507825908373,1.0,4.997251511668582e-05,0.00014976225242427645,-0.0
RP11-165J3.6,1.9029986514787793e-06,CKD,-0.02015212,-0.56742615,0.983922022655363,1.0,4.753755466818787e-05,0.0001557389814670612,-0.0
RP11-165J3.6,1.9029986514787793e-06,Ref,0.05870354,2.2650213,0.9531882386353558,1.0,0.0005288207297726071,4.872463273808074e-05,-0.0
CTD-2147F2.1,1.8938214425582818e-06,AKI,-0.027744068,-17.615236,0.9778662762636162,1.0,0.0,0.00014976225242427645,-0.0
CTD-2147F2.1,1.8938214425582818e-06,CKD,-0.0290078,-17.671698,0.9768583690812704,1.0,0.0,0.0001557389814670612,-0.0
CTD-2147F2.1,1.8938214425582818e-06,Ref,0.086218186,19.85091,0.9312929755382168,1.0,0.0007050943063634761,0.0,-0.0
IGHV3-21,1.8892161956967297e-06,AKI,0.20366746,21.177683,0.8386133671372473,1.0,0.0010993953325670882,0.0,-0.0
IGHV3-21,1.8892161956967297e-06,CKD,-0.1595429,-20.817228,0.8732411583965776,1.0,0.0,0.0008565643980688367,-0.0
IGHV3-21,1.8892161956967297e-06,Ref,-0.06553796,-20.140324,0.947745682921546,1.0,0.0,0.0005359709601188881,-0.0
RP11-742B18.1,1.9292968711342485e-06,AKI,-0.06936017,-19.521276,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
AC073133.1,2.1569566868892584e-06,AKI,-0.07858485,-2.137653,0.9373628354823731,1.0,9.994503023337164e-05,0.0005241678834849677,-0.0
AC073133.1,2.1569566868892584e-06,CKD,0.045029245,1.1485205,0.9640839971951226,1.0,0.0004753755466818787,0.0002336084722005918,-0.0
AC073133.1,2.1569566868892584e-06,Ref,0.050467055,0.94097507,0.9597502022589145,1.0,0.0007050943063634761,0.0002923477964284844,-0.0
RP11-649E7.5,2.121415731362087e-06,AKI,-0.07629619,-19.111961,0.9391834599610462,1.0,0.0,0.00041184619416676025,-0.0
