gene,importance
FGR,0.0002625446378355603
MZB1,0.00026244242795975216
GABRP,0.0002616662282540778
MS4A1,0.00026093172441730994
CDKN2A,0.0002608467830730236
SPOCK1,0.0002605379406652964
HCK,0.0002596671505880466
MPEG1,0.00025780827642262795
HIST1H1D,0.000257711985365625
ARHGAP9,0.0002576704663327834
RHOH,0.00025706101158199957
GNLY,0.00025621064457716024
ADAM8,0.0002561364165383158
CXCL6,0.0002547571742875456
RGS16,0.0002542088753582323
ITGA5,0.00025366166554838525
COL1A1,0.0002525130333039531
ITGAX,0.00025177706281287335
HIST1H2BK,0.00025144873826197004
ATHL1,0.00024795541819220337
FGFBP2,0.000247913991269583
HIF3A,0.00024766764412581727
CCL14,0.0002476246242796379
RGS18,0.0002475547622105217
CD36,0.0002456455478951161
PSTPIP1,0.0002452915923462654
COL8A1,0.00024524390120041163
CSTA,0.0002452090743975155
S100A8,0.0002408465097502517
LHFPL6,0.00024020097242138702
FCGR2B,0.00023840584437282385
ACVRL1,0.00023754679600010108
CRIP3,0.00023702104702946864
ITGA7,0.00023697007096028862
GAPT,0.0002362663343937688
EBF1,0.00023611261074527883
IKZF3,0.00023565517994627365
PDGFRB,0.00023496400503665983
CD84,0.00023484331404242123
IGKC,0.00023449282119451307
TIE1,0.00023316816028876763
LINC00936,0.0002325762196027433
VMO1,0.00023201860602696606
FCER1A,0.0002303833848107593
FRZB,0.0002302026890991355
S1PR1,0.0002299637833814229
CLEC12A,0.0002294368078603802
CYP17A1,0.00022932383334896194
KLRG1,0.00022931342026191417
CCL4L2,0.00022906948217365036
CALCA,0.00022872782756137324
IGF1,0.00022849828189986756
C1QC,0.00022748940014938245
ADCY4,0.00022688487656464436
THBD,0.00022623672541050583
AQP5,0.00022558307933250954
OLFM4,0.0002249820608027002
RERGL,0.0002242197868229829
PSCA,0.00022180544404923957
DIO2,0.00022068067430729485
AC103591.3,0.0002206750600484032
COX6A2,0.00021969480356331904
RP11-290F20.3,0.00021959042508498192
GPR171,0.0002183404924439658
ADGRL4,0.00021663564484396413
SAMD3,0.00021581887065464118
C1QTNF3,0.00021567428698169563
IGHM,0.00021526985760305284
MYCT1,0.00021504486841938036
NDUFA4L2,0.00021344976887184748
MATK,0.0002134033084973438
TPPP3,0.00021302754191927198
SLC4A11,0.00021241229576294225
RAPGEF4,0.0002111106756349384
BCL11B,0.00021110727372972051
NUSAP1,0.00021103245718521462
GIMAP8,0.00021097057004388237
TRGC1,0.00021091526586999125
SMIM25,0.0002106357642464944
MYBL1,0.00021022274824830707
GPR174,0.00020983572674482308
CD40LG,0.00020783094540329346
XCL2,0.00020775001028044678
SAA1,0.00020577394910573302
C10orf10,0.00020443198724381072
EXOC3L2,0.0002039663540066862
MIR155HG,0.00020393912494561187
CD8A,0.00020355698818591743
AC004687.1,0.00020131770188544217
IL3RA,0.00020109947734779166
CFP,0.0002009534275640384
H19,0.00020042621736057767
CLEC14A,0.00019987786434129247
ECSCR,0.00019892739515570024
AL138826.1,0.000197316606411847
TNNT2,0.00019576608502060617
FCMR,0.000195354110773893
PYHIN1,0.0001945493993806138
RP11-1260E13.1,0.00019357832850468366
CTHRC1,0.00019197431224998255
KLK6,0.00019114088300168286
CXCL3,0.000190834442065844
GBP5,0.00019027418532907247
MRC1,0.00019022941318070673
MS4A4A,0.00018980703890334545
CYP24A1,0.00018900373330592033
KIAA0101,0.00018764523554722545
CD8B,0.00018729475684173608
PTPN7,0.00018684884509538146
C3AR1,0.00018576847233145078
IGFBP1,0.00018484068582888983
F13A1,0.00018449911142095387
ITGB2-AS1,0.0001840318888175919
SYNPO2,0.0001837525611596233
COL14A1,0.00018290929651258966
ADRB2,0.00018287517269308508
TTR,0.00018283841514763483
CXCR3,0.00018279348193926288
IGHG4,0.00018230792669149596
FGB,0.00018206049845177676
XCL1,0.00018037653155793577
SERPINE1,0.00017987426708745654
COX4I2,0.00017984790932409594
EDN2,0.00017890065265234163
P2RY13,0.0001785864389769852
STAT4,0.000178501066137889
MRLN,0.00017660957937178475
RAD51AP1,0.0001764099899253276
PDE2A,0.00017626521073472995
